"Sample"	"3.1-Dereplication"	"3.2-Denoising"	"4-ESV"
"PLATEI_B_1"	"6923 (2445 uniques)"	"6857 (44 uniques)"	"6701 (43 uniques)"
"PLATEI_B_2"	"99 (81 uniques)"	"54 (5 uniques)"	"3 (1 uniques)"
"PLATEI_B_3"	"28673 (7188 uniques)"	"28532 (85 uniques)"	"28295 (86 uniques)"
"PLATEI_B_4"	"29201 (10035 uniques)"	"29062 (240 uniques)"	"28031 (273 uniques)"
"PLATEI_B_5"	"16116 (5410 uniques)"	"15992 (59 uniques)"	"15841 (58 uniques)"
"PLATEI_B_6"	"161 (119 uniques)"	"94 (8 uniques)"	"50 (1 uniques)"
"PLATEI_B_7"	"30098 (9632 uniques)"	"30042 (107 uniques)"	"29874 (125 uniques)"
"PLATEI_B_8"	"21094 (6288 uniques)"	"21015 (48 uniques)"	"20859 (56 uniques)"
"PLATEI_B_9"	"18008 (5409 uniques)"	"17852 (60 uniques)"	"17148 (54 uniques)"
"PLATEI_C_10"	"35137 (10290 uniques)"	"34992 (155 uniques)"	"34353 (166 uniques)"
"PLATEI_C_11"	"58029 (11797 uniques)"	"57727 (66 uniques)"	"57305 (72 uniques)"
"PLATEI_C_12"	"44600 (12528 uniques)"	"44462 (184 uniques)"	"44070 (215 uniques)"
"PLATEI_C_1"	"6899 (2361 uniques)"	"6847 (96 uniques)"	"6036 (89 uniques)"
"PLATEI_C_2"	"14341 (4700 uniques)"	"14257 (47 uniques)"	"13936 (49 uniques)"
"PLATEI_C_3"	"10216 (3512 uniques)"	"10123 (43 uniques)"	"9980 (45 uniques)"
"PLATEI_C_4"	"25055 (7889 uniques)"	"24971 (88 uniques)"	"23156 (99 uniques)"
"PLATEI_C_5"	"27567 (7332 uniques)"	"27390 (75 uniques)"	"27164 (86 uniques)"
"PLATEI_C_6"	"21958 (6502 uniques)"	"21860 (64 uniques)"	"21703 (78 uniques)"
"PLATEI_C_7"	"37982 (8571 uniques)"	"37867 (61 uniques)"	"37728 (73 uniques)"
"PLATEI_C_8"	"29591 (7269 uniques)"	"29507 (59 uniques)"	"29339 (70 uniques)"
"PLATEI_C_9"	"13281 (4263 uniques)"	"13071 (41 uniques)"	"12692 (39 uniques)"
"PLATEI_D_10"	"24580 (8594 uniques)"	"24422 (213 uniques)"	"20127 (226 uniques)"
"PLATEI_D_11"	"11342 (4089 uniques)"	"11254 (77 uniques)"	"10980 (77 uniques)"
"PLATEI_D_12"	"8051 (3007 uniques)"	"7943 (72 uniques)"	"7850 (69 uniques)"
"PLATEI_D_1"	"1504 (701 uniques)"	"1439 (53 uniques)"	"1031 (39 uniques)"
"PLATEI_D_2"	"34102 (11454 uniques)"	"33937 (202 uniques)"	"24168 (216 uniques)"
"PLATEI_D_3"	"12022 (4155 uniques)"	"11877 (50 uniques)"	"11710 (52 uniques)"
"PLATEI_D_4"	"11875 (4064 uniques)"	"11763 (48 uniques)"	"11536 (51 uniques)"
"PLATEI_D_5"	"23048 (8878 uniques)"	"22892 (138 uniques)"	"22154 (141 uniques)"
"PLATEI_D_6"	"21333 (7780 uniques)"	"21200 (139 uniques)"	"20340 (149 uniques)"
"PLATEI_D_7"	"22670 (8395 uniques)"	"22526 (143 uniques)"	"21907 (142 uniques)"
"PLATEI_D_8"	"159 (135 uniques)"	"68 (5 uniques)"	"31 (2 uniques)"
"PLATEI_D_9"	"46514 (13132 uniques)"	"46235 (184 uniques)"	"34325 (198 uniques)"
"PLATEI_E_10"	"21918 (6605 uniques)"	"21818 (72 uniques)"	"19514 (77 uniques)"
"PLATEI_E_11"	"14699 (5115 uniques)"	"14611 (76 uniques)"	"13756 (70 uniques)"
"PLATEI_E_12"	"12315 (3874 uniques)"	"12259 (78 uniques)"	"11653 (74 uniques)"
"PLATEI_E_1"	"209 (110 uniques)"	"187 (14 uniques)"	"162 (10 uniques)"
"PLATEI_E_2"	"16376 (4848 uniques)"	"16304 (47 uniques)"	"10479 (51 uniques)"
"PLATEI_E_3"	"5790 (1847 uniques)"	"5688 (23 uniques)"	"5592 (17 uniques)"
"PLATEI_E_4"	"46271 (9211 uniques)"	"46182 (82 uniques)"	"45710 (92 uniques)"
"PLATEI_E_5"	"18133 (5256 uniques)"	"18032 (67 uniques)"	"17785 (64 uniques)"
"PLATEI_E_6"	"12640 (4142 uniques)"	"12579 (60 uniques)"	"12490 (68 uniques)"
"PLATEI_E_7"	"21540 (6631 uniques)"	"21486 (81 uniques)"	"21327 (87 uniques)"
"PLATEI_E_8"	"130 (101 uniques)"	"67 (6 uniques)"	"39 (2 uniques)"
"PLATEI_E_9"	"15622 (5302 uniques)"	"15464 (80 uniques)"	"14929 (103 uniques)"
"PLATEI_F_10"	"20227 (6577 uniques)"	"20146 (60 uniques)"	"19904 (58 uniques)"
"PLATEI_F_11"	"14232 (4547 uniques)"	"14167 (54 uniques)"	"14003 (55 uniques)"
"PLATEI_F_12"	"18405 (5352 uniques)"	"18332 (49 uniques)"	"18247 (71 uniques)"
"PLATEI_F_1"	"2387 (882 uniques)"	"2354 (30 uniques)"	"2322 (26 uniques)"
"PLATEI_F_2"	"31256 (10539 uniques)"	"31159 (100 uniques)"	"25266 (108 uniques)"
"PLATEI_F_3"	"30084 (6415 uniques)"	"29938 (42 uniques)"	"29794 (47 uniques)"
"PLATEI_F_4"	"43487 (9346 uniques)"	"43362 (79 uniques)"	"41615 (87 uniques)"
"PLATEI_F_5"	"24283 (7776 uniques)"	"24107 (66 uniques)"	"23887 (67 uniques)"
"PLATEI_F_6"	"28552 (8528 uniques)"	"28480 (82 uniques)"	"28286 (97 uniques)"
"PLATEI_F_7"	"21929 (6956 uniques)"	"21855 (49 uniques)"	"21637 (59 uniques)"
"PLATEI_F_8"	"26210 (6935 uniques)"	"26058 (37 uniques)"	"25889 (42 uniques)"
"PLATEI_F_9"	"31265 (8112 uniques)"	"31160 (73 uniques)"	"30423 (78 uniques)"
"PLATEI_G_10"	"12903 (3759 uniques)"	"12805 (31 uniques)"	"12609 (30 uniques)"
"PLATEI_G_11"	"10691 (3445 uniques)"	"10570 (41 uniques)"	"10309 (34 uniques)"
"PLATEI_G_12"	"11077 (3044 uniques)"	"11013 (29 uniques)"	"10902 (25 uniques)"
"PLATEI_G_1"	"198 (126 uniques)"	"152 (14 uniques)"	"115 (7 uniques)"
"PLATEI_G_2"	"13268 (4094 uniques)"	"13189 (34 uniques)"	"12773 (38 uniques)"
"PLATEI_G_3"	"17256 (6093 uniques)"	"16854 (278 uniques)"	"15792 (205 uniques)"
"PLATEI_G_4"	"23988 (7857 uniques)"	"23900 (187 uniques)"	"23391 (197 uniques)"
"PLATEI_G_5"	"24040 (7085 uniques)"	"23946 (57 uniques)"	"23609 (68 uniques)"
"PLATEI_G_6"	"28504 (6810 uniques)"	"28341 (53 uniques)"	"28035 (56 uniques)"
"PLATEI_G_7"	"21449 (6202 uniques)"	"21299 (47 uniques)"	"21028 (43 uniques)"
"PLATEI_G_8"	"23471 (7602 uniques)"	"23376 (85 uniques)"	"22977 (98 uniques)"
"PLATEI_G_9"	"20636 (6715 uniques)"	"20494 (100 uniques)"	"17571 (96 uniques)"
"PLATEI_H_10"	"5044 (1564 uniques)"	"4976 (18 uniques)"	"4813 (10 uniques)"
"PLATEI_H_11"	"6561 (2007 uniques)"	"6516 (23 uniques)"	"6398 (20 uniques)"
"PLATEI_H_12"	"7796 (2320 uniques)"	"7725 (24 uniques)"	"7585 (21 uniques)"
"PLATEI_H_1"	"5912 (2169 uniques)"	"5892 (65 uniques)"	"5550 (61 uniques)"
"PLATEI_H_2"	"12938 (4100 uniques)"	"12844 (29 uniques)"	"12321 (38 uniques)"
"PLATEI_H_3"	"17382 (4914 uniques)"	"17281 (65 uniques)"	"17146 (73 uniques)"
"PLATEI_H_4"	"11994 (3820 uniques)"	"11938 (36 uniques)"	"11779 (39 uniques)"
"PLATEI_H_5"	"22447 (6767 uniques)"	"22366 (70 uniques)"	"22163 (92 uniques)"
"PLATEI_H_6"	"20209 (6687 uniques)"	"20131 (76 uniques)"	"19810 (77 uniques)"
"PLATEI_H_7"	"22597 (6379 uniques)"	"22505 (66 uniques)"	"22299 (70 uniques)"
"PLATEI_H_8"	"27480 (9094 uniques)"	"27355 (109 uniques)"	"26987 (112 uniques)"
"PLATEI_H_9"	"164385 (32479 uniques)"	"163913 (255 uniques)"	"159869 (428 uniques)"
"PLATEVI_A_10"	"80388 (30397 uniques)"	"80150 (628 uniques)"	"64969 (720 uniques)"
"PLATEVI_A_11"	"19281 (7766 uniques)"	"19168 (90 uniques)"	"18556 (96 uniques)"
"PLATEVI_A_12"	"48478 (13995 uniques)"	"48395 (175 uniques)"	"47559 (191 uniques)"
"PLATEVI_A_1"	"39076 (14194 uniques)"	"38957 (131 uniques)"	"25468 (133 uniques)"
"PLATEVI_A_2"	"27837 (10699 uniques)"	"27740 (141 uniques)"	"20431 (151 uniques)"
"PLATEVI_A_3"	"11839 (4117 uniques)"	"11755 (49 uniques)"	"11643 (44 uniques)"
"PLATEVI_A_4"	"13365 (4357 uniques)"	"13307 (48 uniques)"	"13223 (51 uniques)"
"PLATEVI_A_6"	"115 (110 uniques)"	"57 (4 uniques)"	"16 (1 uniques)"
"PLATEVI_A_7"	"17672 (7302 uniques)"	"17600 (105 uniques)"	"17384 (117 uniques)"
"PLATEVI_A_8"	"19855 (7323 uniques)"	"19782 (86 uniques)"	"19346 (81 uniques)"
"PLATEVI_A_9"	"34996 (12843 uniques)"	"34837 (141 uniques)"	"23125 (139 uniques)"
"PLATEVI_B_10"	"14884 (6063 uniques)"	"14781 (117 uniques)"	"14537 (121 uniques)"
"PLATEVI_B_11"	"764 (294 uniques)"	"730 (4 uniques)"	"715 (2 uniques)"
"PLATEVI_B_12"	"917 (381 uniques)"	"850 (7 uniques)"	"809 (4 uniques)"
"PLATEVI_B_1"	"109528 (44113 uniques)"	"108938 (1245 uniques)"	"105481 (1449 uniques)"
"PLATEVI_B_2"	"23030 (8704 uniques)"	"22839 (114 uniques)"	"22463 (127 uniques)"
"PLATEVI_B_3"	"14169 (5355 uniques)"	"14123 (89 uniques)"	"13981 (87 uniques)"
"PLATEVI_B_4"	"24751 (5747 uniques)"	"24680 (58 uniques)"	"24601 (62 uniques)"
"PLATEVI_B_6"	"28633 (11308 uniques)"	"28558 (117 uniques)"	"26803 (116 uniques)"
"PLATEVI_B_7"	"33264 (12618 uniques)"	"33166 (146 uniques)"	"22071 (139 uniques)"
"PLATEVI_B_8"	"33694 (11895 uniques)"	"33533 (156 uniques)"	"20927 (153 uniques)"
"PLATEVI_B_9"	"18139 (5838 uniques)"	"18031 (89 uniques)"	"17862 (100 uniques)"
"PLATEVI_C_10"	"22964 (6719 uniques)"	"22884 (60 uniques)"	"22793 (64 uniques)"
"PLATEVI_C_11"	"6654 (2732 uniques)"	"6600 (44 uniques)"	"6484 (44 uniques)"
"PLATEVI_C_12"	"12489 (3690 uniques)"	"12451 (63 uniques)"	"12348 (65 uniques)"
"PLATEVI_C_1"	"5054 (1969 uniques)"	"4990 (29 uniques)"	"4903 (25 uniques)"
"PLATEVI_C_2"	"6612 (2606 uniques)"	"6586 (26 uniques)"	"6495 (25 uniques)"
"PLATEVI_C_3"	"9119 (3215 uniques)"	"9065 (37 uniques)"	"8944 (37 uniques)"
"PLATEVI_C_4"	"15573 (5522 uniques)"	"15533 (66 uniques)"	"13949 (69 uniques)"
"PLATEVI_C_6"	"9164 (3209 uniques)"	"9116 (33 uniques)"	"8996 (33 uniques)"
"PLATEVI_C_7"	"4728 (1857 uniques)"	"4680 (18 uniques)"	"4626 (19 uniques)"
"PLATEVI_C_8"	"7398 (2729 uniques)"	"7332 (30 uniques)"	"7282 (35 uniques)"
"PLATEVI_C_9"	"8289 (3178 uniques)"	"8227 (63 uniques)"	"8080 (57 uniques)"
"PLATEVI_D_10"	"71584 (21155 uniques)"	"71410 (130 uniques)"	"52639 (162 uniques)"
"PLATEVI_D_11"	"37171 (13677 uniques)"	"37040 (164 uniques)"	"30157 (175 uniques)"
"PLATEVI_D_12"	"47806 (19064 uniques)"	"47743 (174 uniques)"	"46986 (198 uniques)"
"PLATEVI_D_1"	"8282 (3144 uniques)"	"8218 (36 uniques)"	"8076 (31 uniques)"
"PLATEVI_D_2"	"12182 (4361 uniques)"	"12133 (35 uniques)"	"11988 (40 uniques)"
"PLATEVI_D_3"	"12943 (4440 uniques)"	"12857 (50 uniques)"	"12753 (47 uniques)"
"PLATEVI_D_4"	"16400 (5651 uniques)"	"16316 (49 uniques)"	"16206 (59 uniques)"
"PLATEVI_D_6"	"28772 (7548 uniques)"	"28692 (51 uniques)"	"27967 (58 uniques)"
"PLATEVI_D_7"	"14050 (5609 uniques)"	"13973 (66 uniques)"	"12165 (63 uniques)"
"PLATEVI_D_8"	"30215 (10711 uniques)"	"30112 (95 uniques)"	"24989 (105 uniques)"
"PLATEVI_D_9"	"52068 (16820 uniques)"	"51895 (144 uniques)"	"36803 (165 uniques)"
"PLATEVI_E_10"	"53947 (19233 uniques)"	"53842 (255 uniques)"	"53215 (300 uniques)"
"PLATEVI_E_11"	"25548 (8933 uniques)"	"25450 (107 uniques)"	"24988 (128 uniques)"
"PLATEVI_E_12"	"2021 (771 uniques)"	"1956 (14 uniques)"	"1900 (11 uniques)"
"PLATEVI_E_1"	"44651 (15996 uniques)"	"44528 (172 uniques)"	"43328 (190 uniques)"
"PLATEVI_E_2"	"55748 (17965 uniques)"	"55595 (163 uniques)"	"51905 (170 uniques)"
"PLATEVI_E_3"	"28341 (10618 uniques)"	"28211 (123 uniques)"	"27359 (125 uniques)"
"PLATEVI_E_4"	"39739 (14587 uniques)"	"39595 (136 uniques)"	"37869 (139 uniques)"
"PLATEVI_E_6"	"31917 (12309 uniques)"	"31778 (141 uniques)"	"31305 (151 uniques)"
"PLATEVI_E_7"	"48939 (17419 uniques)"	"48767 (151 uniques)"	"47972 (163 uniques)"
"PLATEVI_E_8"	"15617 (5567 uniques)"	"15535 (59 uniques)"	"13465 (58 uniques)"
"PLATEVI_E_9"	"15176 (4859 uniques)"	"15037 (53 uniques)"	"14792 (54 uniques)"
"PLATEVI_F_10"	"7654 (2562 uniques)"	"7579 (31 uniques)"	"7453 (21 uniques)"
"PLATEVI_F_11"	"5410 (1936 uniques)"	"5363 (20 uniques)"	"5196 (14 uniques)"
"PLATEVI_F_12"	"13898 (4488 uniques)"	"13782 (25 uniques)"	"13640 (23 uniques)"
"PLATEVI_F_1"	"182845 (37963 uniques)"	"182399 (213 uniques)"	"178195 (332 uniques)"
"PLATEVI_F_2"	"6595 (2504 uniques)"	"6565 (24 uniques)"	"6474 (25 uniques)"
"PLATEVI_F_3"	"6248 (2125 uniques)"	"6209 (23 uniques)"	"5853 (18 uniques)"
"PLATEVI_F_4"	"8522 (2807 uniques)"	"8493 (21 uniques)"	"8404 (18 uniques)"
"PLATEVI_F_6"	"150 (136 uniques)"	"66 (8 uniques)"	"33 (2 uniques)"
"PLATEVI_F_7"	"4649 (1627 uniques)"	"4593 (18 uniques)"	"4480 (15 uniques)"
"PLATEVI_F_8"	"12819 (4359 uniques)"	"12743 (33 uniques)"	"12482 (31 uniques)"
"PLATEVI_F_9"	"15380 (4824 uniques)"	"15319 (37 uniques)"	"15156 (37 uniques)"
"PLATEVI_G_10"	"105 (92 uniques)"	"51 (4 uniques)"	"26 (2 uniques)"
"PLATEVI_G_11"	"425 (206 uniques)"	"398 (10 uniques)"	"349 (9 uniques)"
"PLATEVI_G_12"	"94604 (20437 uniques)"	"94153 (136 uniques)"	"92289 (205 uniques)"
"PLATEVI_G_1"	"25260 (9451 uniques)"	"25148 (114 uniques)"	"24735 (122 uniques)"
"PLATEVI_G_2"	"5699 (2149 uniques)"	"5664 (21 uniques)"	"5587 (17 uniques)"
"PLATEVI_G_3"	"7391 (2431 uniques)"	"7341 (21 uniques)"	"7256 (20 uniques)"
"PLATEVI_G_4"	"12495 (4129 uniques)"	"12441 (37 uniques)"	"12364 (51 uniques)"
"PLATEVI_G_6"	"4492 (1721 uniques)"	"4456 (19 uniques)"	"4411 (23 uniques)"
"PLATEVI_G_7"	"5756 (2114 uniques)"	"5680 (22 uniques)"	"5580 (20 uniques)"
"PLATEVI_G_8"	"130 (106 uniques)"	"66 (4 uniques)"	"24 (1 uniques)"
"PLATEVI_G_9"	"132 (109 uniques)"	"88 (7 uniques)"	"34 (1 uniques)"
"PLATEVI_H_12"	"132 (102 uniques)"	"59 (2 uniques)"	"58 (2 uniques)"
"PLATEVI_H_1"	"165 (144 uniques)"	"84 (9 uniques)"	"11 (1 uniques)"
"PLATEVI_H_6"	"73 (58 uniques)"	"37 (4 uniques)"	"26 (2 uniques)"
"PLATEVI_H_8"	"129 (107 uniques)"	"49 (3 uniques)"	"37 (2 uniques)"
"PLATEVI_H_9"	"151 (131 uniques)"	"63 (4 uniques)"	"26 (1 uniques)"
"PLATEV_A_10"	"57 (45 uniques)"	"25 (5 uniques)"	"12 (1 uniques)"
"PLATEV_A_11"	"4483 (1239 uniques)"	"4454 (26 uniques)"	"4431 (27 uniques)"
"PLATEV_A_1"	"67 (57 uniques)"	"24 (3 uniques)"	"13 (1 uniques)"
"PLATEV_A_2"	"1540 (424 uniques)"	"1518 (18 uniques)"	"1507 (16 uniques)"
"PLATEV_A_3"	"123 (67 uniques)"	"98 (6 uniques)"	"96 (6 uniques)"
"PLATEV_A_4"	"2078 (699 uniques)"	"2038 (52 uniques)"	"1917 (31 uniques)"
"PLATEV_A_6"	"1434 (466 uniques)"	"1419 (23 uniques)"	"1391 (24 uniques)"
"PLATEV_A_8"	"5675 (1600 uniques)"	"5560 (78 uniques)"	"5474 (76 uniques)"
"PLATEV_A_9"	"1183 (399 uniques)"	"1136 (35 uniques)"	"1086 (29 uniques)"
"PLATEV_B_10"	"1720 (732 uniques)"	"1633 (107 uniques)"	"1425 (79 uniques)"
"PLATEV_B_12"	"1825 (483 uniques)"	"1788 (13 uniques)"	"1770 (14 uniques)"
"PLATEV_B_1"	"95 (84 uniques)"	"32 (3 uniques)"	"17 (1 uniques)"
"PLATEV_B_3"	"205 (99 uniques)"	"171 (11 uniques)"	"156 (9 uniques)"
"PLATEV_B_4"	"797 (291 uniques)"	"762 (21 uniques)"	"738 (19 uniques)"
"PLATEV_B_6"	"2929 (953 uniques)"	"2864 (64 uniques)"	"2798 (60 uniques)"
"PLATEV_B_7"	"7868 (2495 uniques)"	"7790 (193 uniques)"	"7609 (189 uniques)"
"PLATEV_B_8"	"1200 (423 uniques)"	"1155 (39 uniques)"	"1119 (35 uniques)"
"PLATEV_B_9"	"678 (258 uniques)"	"638 (21 uniques)"	"593 (18 uniques)"
"PLATEV_C_10"	"77 (56 uniques)"	"39 (7 uniques)"	"17 (1 uniques)"
"PLATEV_C_11"	"888 (256 uniques)"	"868 (20 uniques)"	"856 (18 uniques)"
"PLATEV_C_12"	"2694 (758 uniques)"	"2657 (24 uniques)"	"2611 (19 uniques)"
"PLATEV_C_1"	"213 (156 uniques)"	"124 (14 uniques)"	"91 (7 uniques)"
"PLATEV_C_2"	"19672 (5230 uniques)"	"19603 (86 uniques)"	"19508 (94 uniques)"
"PLATEV_C_3"	"102 (65 uniques)"	"61 (6 uniques)"	"47 (4 uniques)"
"PLATEV_C_4"	"300 (146 uniques)"	"273 (19 uniques)"	"241 (14 uniques)"
"PLATEV_C_6"	"1079 (385 uniques)"	"1039 (43 uniques)"	"962 (30 uniques)"
"PLATEV_C_7"	"2488 (695 uniques)"	"2454 (24 uniques)"	"2397 (18 uniques)"
"PLATEV_C_8"	"2059 (614 uniques)"	"2029 (30 uniques)"	"1994 (28 uniques)"
"PLATEV_C_9"	"691 (261 uniques)"	"646 (27 uniques)"	"600 (21 uniques)"
"PLATEV_D_10"	"103 (95 uniques)"	"59 (4 uniques)"	"17 (1 uniques)"
"PLATEV_D_12"	"100 (91 uniques)"	"50 (4 uniques)"	"27 (1 uniques)"
"PLATEV_D_1"	"218 (171 uniques)"	"159 (12 uniques)"	"47 (3 uniques)"
"PLATEV_D_2"	"6213 (1473 uniques)"	"6172 (27 uniques)"	"6103 (22 uniques)"
"PLATEV_D_3"	"76 (69 uniques)"	"33 (2 uniques)"	"24 (1 uniques)"
"PLATEV_D_4"	"70 (62 uniques)"	"45 (4 uniques)"	"13 (1 uniques)"
"PLATEV_D_6"	"173 (104 uniques)"	"143 (6 uniques)"	"113 (4 uniques)"
"PLATEV_D_7"	"221751 (47670 uniques)"	"220397 (530 uniques)"	"213783 (1683 uniques)"
"PLATEV_D_9"	"132 (121 uniques)"	"68 (6 uniques)"	"14 (1 uniques)"
"PLATEV_F_10"	"108 (95 uniques)"	"42 (6 uniques)"	"6 (1 uniques)"
"PLATEV_F_12"	"120 (96 uniques)"	"76 (4 uniques)"	"65 (3 uniques)"
"PLATEV_F_2"	"67 (59 uniques)"	"20 (6 uniques)"	"3 (1 uniques)"
"PLATEV_F_3"	"73 (65 uniques)"	"20 (3 uniques)"	"11 (1 uniques)"
"PLATEV_F_4"	"51 (44 uniques)"	"17 (2 uniques)"	"15 (1 uniques)"
"PLATEV_F_6"	"143 (127 uniques)"	"65 (5 uniques)"	"40 (3 uniques)"
"PLATEV_F_9"	"121 (101 uniques)"	"41 (4 uniques)"	"24 (1 uniques)"
"PLATEV_G_12"	"52 (43 uniques)"	"27 (3 uniques)"	"10 (1 uniques)"
"PLATEV_G_1"	"59 (53 uniques)"	"22 (3 uniques)"	"7 (1 uniques)"
"PLATEV_G_7"	"57 (49 uniques)"	"22 (3 uniques)"	"7 (1 uniques)"
"PLATEV_H_10"	"103 (76 uniques)"	"82 (7 uniques)"	"41 (2 uniques)"
"PLATEV_H_12"	"141 (108 uniques)"	"131 (9 uniques)"	"14 (1 uniques)"
"PLATEV_H_1"	"279 (211 uniques)"	"249 (9 uniques)"	"105 (4 uniques)"
"PLATEV_H_2"	"74 (63 uniques)"	"53 (4 uniques)"	"21 (1 uniques)"
"PLATEV_H_3"	"188 (134 uniques)"	"176 (8 uniques)"	"77 (3 uniques)"
"PLATEV_H_7"	"162 (124 uniques)"	"134 (9 uniques)"	"24 (1 uniques)"
"PLATEV_H_8"	"136 (110 uniques)"	"110 (6 uniques)"	"40 (1 uniques)"
"PLATEV_H_9"	"153 (120 uniques)"	"110 (6 uniques)"	"61 (2 uniques)"
