sample_name,tag.id,colony.color,depth.ft,samp.date,colonyDNA.id,UNIQUEID,land_ocean,sample_num,sensor_num,octo_num,samp_loc,sub_loc,branch_loc,branch_plate,sample.name,dom,cd_few,location,loc_samp_nam,dups,sample type
M10,983,Brown,8,7/22/19,M,M10,Land,10,NA,,Branch,mid,Outer,C,M10,C,,Branch mid,Branch mid_M10,,sample
M11,983,Brown,8,7/22/19,M,M11,Land,11,NA,,Branch,base,Outer,C,M11,C,,Branch base,Branch base_M11,,sample
M12,983,Brown,8,7/22/19,M,M12,Land,12,4,Octo_5,Branch,tip,,D,M12,C,,Branch tip,Branch tip_M12,,sample
M13,983,Brown,8,7/22/19,M,M13,Land,13,NA,,Branch,mid,Inner,D,M13,C,,Branch mid,Branch mid_M13,,sample
M14,983,Brown,8,7/22/19,M,M14,Land,14,5,Octo_5,Branch,base,Outer,D,M14,C,,Branch base,Branch base_M14,,sample
M15,983,Brown,8,7/22/19,M,M15,Land,15,6,Octo_5,Deepest,,,,M15,C,,Deepest,Deepest_M15,,sample
M16,983,Brown,8,7/22/19,M,M16,Land,16,7,Octo_5,Lowest,,,,M16,C,,Lowest,Lowest_M16,,sample
M2,983,Brown,8,7/22/19,M,M2,Ocean,2,NA,,Branch,mid,Outer,A,M2,C,,Branch mid,Branch mid_M2,,sample
M3,983,Brown,8,7/22/19,M,M3,Ocean,3,1,Octo_5,Branch,base,Inner,A,M3,C,,Branch base,Branch base_M3,,sample
M4,983,Brown,8,7/22/19,M,M4,Ocean,4,NA,,Branch,tip,,B,M4,C,,Branch tip,Branch tip_M4,,sample
M5,983,Brown,8,7/22/19,M,M5,Ocean,5,NA,,Branch,mid,Outer,B,M5,C,,Branch mid,Branch mid_M5,,sample
M6,983,Brown,8,7/22/19,M,M6,Ocean,6,NA,,Branch,base,Outer,B,M6,C,,Branch base,Branch base_M6,,sample
M7,983,Brown,8,7/22/19,M,M7,Ocean,7,2,Octo_5,Deepest,,,,M7,C,,Deepest,Deepest_M7,,sample
M8,983,Brown,8,7/22/19,M,M8,Ocean,8,3,Octo_5,Lowest,,,,M8,C,,Lowest,Lowest_M8,,sample
M9,983,Brown,8,7/22/19,M,M9,Land,9,NA,,Branch,tip,,C,M9,C,,Branch tip,Branch tip_M9,,sample
MOCK_PI,,,,,,,,,,,,,,,,,,,,,Mock
MOCK_PII,,,,,,,,,,,,,,,,,,,,,Mock
MOCK_PIII,,,,,,,,,,,,,,,,,,,,,Mock
MOCK_PIV,,,,,,,,,,,,,,,,,,,,,Mock
MOCK_PV,,,,,,,,,,,,,,,,,,,,,Mock
MOCK_PVIa,,,,,,,,,,,,,,,,,,,,,Mock
MOCK_PVIb,,,,,,,,,,,,,,,,,,,,,Mock
N1,974,Brown,15,7/23/19,N,N1,Ocean,1,0,Octo_3,Branch,tip,,A,N1,CD,Few,Branch tip,Branch tip_N1,,sample
N10,974,Brown,15,7/23/19,N,N10,Land,10,NA,,Branch,mid,Outer,C,N10,CD,Few,Branch mid,Branch mid_N10,,sample
N11,974,Brown,15,7/23/19,N,N11,Land,11,NA,,Branch,base,Inner,C,N11,CD,Few,Branch base,Branch base_N11,,sample
N12,974,Brown,15,7/23/19,N,N12,Land,12,4,Octo_3,Plate,top,,D,N12,CD,Few,Plate top,Plate top_N12,,sample
N13,974,Brown,15,7/23/19,N,N13,Land,13,NA,,Plate,edge,,D,N13,CD,Few,Plate edge,Plate edge_N13,,sample
N14,974,Brown,15,7/23/19,N,N14,Land,14,5,Octo_3,Plate,underside,,D,N14,CD,Few,Plate underside,Plate underside_N14,,sample
N15,974,Brown,15,7/23/19,N,N15,Land,15,6,Octo_3,Deepest,,,,N15,CD,Few,Deepest,Deepest_N15,,sample
N16,974,Brown,15,7/23/19,N,N16,Land,16,7,Octo_3,Lowest,,,,N16,CD,Few,Lowest,Lowest_N16,,sample
N2,974,Brown,15,7/23/19,N,N2,Ocean,2,NA,,Branch,mid,Outer,A,N2,CD,Few,Branch mid,Branch mid_N2,,sample
N3,974,Brown,15,7/23/19,N,N3,Ocean,3,1,Octo_3,Branch,base,Outer,A,N3,CD,Few,Branch base,Branch base_N3,,sample
N4,974,Brown,15,7/23/19,N,N4,Ocean,4,NA,,Plate,top,,B,N4,CD,Few,Plate top,Plate top_N4,,sample
N5,974,Brown,15,7/23/19,N,N5,Ocean,5,NA,,Plate,edge,,B,N5,CD,Few,Plate edge,Plate edge_N5,,sample
N6,974,Brown,15,7/23/19,N,N6,Ocean,6,NA,,Plate,underside,,B,N6,CD,Few,Plate underside,Plate underside_N6,,sample
N7,974,Brown,15,7/23/19,N,N7,Ocean,7,2,Octo_3,Deepest,,,,N7,CD,Few,Deepest,Deepest_N7,,sample
N8,974,Brown,15,7/23/19,N,N8,Ocean,8,3,Octo_3,Lowest,,,,N8,CD,Few,Lowest,Lowest_N8,,sample
N9,974,Brown,15,7/23/19,N,N9,Land,9,NA,,Branch,tip,,C,N9,CD,Few,Branch tip,Branch tip_N9,,sample
NTC_PIa,,,,,,,,,,,,,,,,,,,,,NTC
NTC_PIb,,,,,,,,,,,,,,,,,,,,,NTC
NTC_PIc,,,,,,,,,,,,,,,,,,,,,NTC
NTC_PIIa,,,,,,,,,,,,,,,,,,,,,NTC
NTC_PIIb,,,,,,,,,,,,,,,,,,,,,NTC
NTC_PIIc,,,,,,,,,,,,,,,,,,,,,NTC
NTC_PIIIa,,,,,,,,,,,,,,,,,,,,,NTC
NTC_PIIIb,,,,,,,,,,,,,,,,,,,,,NTC
NTC_PIIIc,,,,,,,,,,,,,,,,,,,,,NTC
NTC_PIVa,,,,,,,,,,,,,,,,,,,,,NTC
NTC_PIVb,,,,,,,,,,,,,,,,,,,,,NTC
NTC_PIVc,,,,,,,,,,,,,,,,,,,,,NTC
NTC_Pva,,,,,,,,,,,,,,,,,,,,,NTC
NTC_PVb,,,,,,,,,,,,,,,,,,,,,NTC
NTC_PVc,,,,,,,,,,,,,,,,,,,,,NTC
NTC_PVIa,,,,,,,,,,,,,,,,,,,,,NTC
NTC_PVIb,,,,,,,,,,,,,,,,,,,,,NTC
NTC_PVIc,,,,,,,,,,,,,,,,,,,,,NTC
O1,984,Orange,9,7/23/19,O,O1,Ocean,1,0,Octo_1,Branch,tip,,A,O1,D,,Branch tip,Branch tip_O1,,sample
O10,984,Orange,9,7/23/19,O,O10,Land,10,NA,,Branch,mid,Outer,C,O10,D,,Branch mid,Branch mid_O10,,sample
O11,984,Orange,9,7/23/19,O,O11,Land,11,5,Octo_1,Branch,base,Outer,C,O11,D,,Branch base,Branch base_O11,,sample
O12,984,Orange,9,7/23/19,O,O12,Land,12,NA,,Branch,tip,,D,O12,D,,Branch tip,Branch tip_O12,,sample
O13,984,Orange,9,7/23/19,O,O13,Land,13,NA,,Branch,mid,Outer,D,O13,D,,Branch mid,Branch mid_O13,,sample
O14,984,Orange,9,7/23/19,O,O14,Land,14,NA,,Branch,base,Outer,D,O14,D,,Branch base,Branch base_O14,,sample
O15,984,Orange,9,7/23/19,O,O15,Land,15,6,Octo_1,Deepest,,,,O15,D,,Deepest,Deepest_O15,,sample
O16,984,Orange,9,7/23/19,O,O16,Land,16,7,Octo_1,Lowest,,,,O16,D,,Lowest,Lowest_O16,,sample
O2,984,Orange,9,7/23/19,O,O2,Ocean,2,NA,,Branch,mid,Inner,A,O2,D,,Branch mid,Branch mid_O2,yes,sample
O2b,984,Orange,9,7/23/19,O,O2,Ocean,2,NA,,Branch,mid,Inner,A,O2,D,,Branch mid,Branch mid_O2,yes,sample
O3,984,Orange,9,7/23/19,O,O3,Ocean,3,1,Octo_1,Branch,base,Inner,A,O3,D,,Branch base,Branch base_O3,yes,sample
O3b,984,Orange,9,7/23/19,O,O3,Ocean,3,1,Octo_1,Branch,base,Inner,A,O3,D,,Branch base,Branch base_O3,yes,sample
O4,984,Orange,9,7/23/19,O,O4,Ocean,4,NA,,Branch,tip,,B,O4,D,,Branch tip,Branch tip_O4,,sample
O5,984,Orange,9,7/23/19,O,O5,Ocean,5,NA,,Branch,mid,Outer,B,O5,D,,Branch mid,Branch mid_O5,yes,sample
O5b,984,Orange,9,7/23/19,O,O5,Ocean,5,NA,,Branch,mid,Outer,B,O5,D,,Branch mid,Branch mid_O5,yes,sample
O6,984,Orange,9,7/23/19,O,O6,Ocean,6,NA,,Branch,base,Inner,B,O6,D,,Branch base,Branch base_O6,yes,sample
O6b,984,Orange,9,7/23/19,O,O6,Ocean,6,NA,,Branch,base,Inner,B,O6,D,,Branch base,Branch base_O6,yes,sample
O7,984,Orange,9,7/23/19,O,O7,Ocean,7,2,Octo_1,Deepest,,,,O7,D,,Deepest,Deepest_O7,yes,sample
O7b,984,Orange,9,7/23/19,O,O7,Ocean,7,2,Octo_1,Deepest,,,,O7,D,,Deepest,Deepest_O7,yes,sample
O8,984,Orange,9,7/23/19,O,O8,Ocean,8,3,Octo_1,Lowest,,,,O8,D,,Lowest,Lowest_O8,,sample
O9,984,Orange,9,7/23/19,O,O9,Land,9,4,Octo_1,Branch,tip,,C,O9,D,,Branch tip,Branch tip_O9,,sample
P1,962,Brown,8,7/30/19,P,P1,Ocean,1,0,Octo_1,Branch,tip,,A,P1,C,,Branch tip,Branch tip_P1,,sample
P10,962,Brown,8,7/30/19,P,P10,Land,10,NA,,Branch,mid,Inner,C,P10,C,,Branch mid,Branch mid_P10,,sample
P11,962,Brown,8,7/30/19,P,P11,Land,11,NA,,Branch,base,Outer,C,P11,C,,Branch base,Branch base_P11,,sample
P12,962,Brown,8,7/30/19,P,P12,Land,12,4,Octo_1,Plate,top,,D,P12,C,,Plate top,Plate top_P12,,sample
P13,962,Brown,8,7/30/19,P,P13,Land,13,NA,,Plate,edge,,D,P13,C,,Plate edge,Plate edge_P13,,sample
P14,962,Brown,8,7/30/19,P,P14,Land,14,5,Octo_1,Plate,underside,,D,P14,C,,Plate underside,Plate underside_P14,yes,sample
P14b,962,Brown,8,7/30/19,P,P14,Land,14,5,Octo_1,Plate,underside,,D,P14,C,,Plate underside,Plate underside_P14,yes,sample
P15,962,Brown,8,7/30/19,P,P15,Land,16,6,Octo_1,Deepest,,,,P15,C,,Deepest,Deepest_P15,,sample
P16,962,Brown,8,7/30/19,P,P16,Land,15,7,Octo_1,Lowest,,,,P16,C,,Lowest,Lowest_P16,,sample
P2,962,Brown,8,7/30/19,P,P2,Ocean,2,NA,,Branch,mid,Outer,A,P2,C,,Branch mid,Branch mid_P2,,sample
P3,962,Brown,8,7/30/19,P,P3,Ocean,3,1,Octo_1,Branch,base,Outer,A,P3,C,,Branch base,Branch base_P3,,sample
P4,962,Brown,8,7/30/19,P,P4,Ocean,4,NA,,Plate,top,,B,P4,C,,Plate top,Plate top_P4,,sample
P5,962,Brown,8,7/30/19,P,P5,Ocean,5,NA,,Plate,edge,,B,P5,C,,Plate edge,Plate edge_P5,,sample
P6,962,Brown,8,7/30/19,P,P6,Ocean,6,NA,,Plate,underside,,B,P6,C,,Plate underside,Plate underside_P6,,sample
P7,962,Brown,8,7/30/19,P,P7,Ocean,7,2,Octo_1,Deepest,,,,P7,C,,Deepest,Deepest_P7,,sample
P8,962,Brown,8,7/30/19,P,P8,Ocean,8,3,Octo_1,Lowest,,,,P8,C,,Lowest,Lowest_P8,,sample
P9,962,Brown,8,7/30/19,P,P9,Land,9,NA,,Branch,tip,,C,P9,C,,Branch tip,Branch tip_P9,,sample
PLATEI_A_1,,,,,,,,,,,,,,,,,,,,,Empty
PLATEI_A_10,,,,,,,,,,,,,,,,,,,,,Empty
PLATEI_A_11,,,,,,,,,,,,,,,,,,,,,Empty
PLATEI_A_12,,,,,,,,,,,,,,,,,,,,,Empty
PLATEI_A_2,,,,,,,,,,,,,,,,,,,,,Empty
PLATEI_A_3,,,,,,,,,,,,,,,,,,,,,Empty
PLATEI_A_4,,,,,,,,,,,,,,,,,,,,,Empty
PLATEI_A_5,,,,,,,,,,,,,,,,,,,,,Empty
PLATEI_A_6,,,,,,,,,,,,,,,,,,,,,Empty
PLATEI_A_7,,,,,,,,,,,,,,,,,,,,,Empty
PLATEI_A_8,,,,,,,,,,,,,,,,,,,,,Empty
PLATEI_A_9,,,,,,,,,,,,,,,,,,,,,Empty
PLATEII_E_1,,,,,,,,,,,,,,,,,,,,,Empty
PLATEII_E_10,,,,,,,,,,,,,,,,,,,,,Empty
PLATEII_E_11,,,,,,,,,,,,,,,,,,,,,Empty
PLATEII_E_12,,,,,,,,,,,,,,,,,,,,,Empty
PLATEII_E_2,,,,,,,,,,,,,,,,,,,,,Empty
PLATEII_E_3,,,,,,,,,,,,,,,,,,,,,Empty
PLATEII_E_4,,,,,,,,,,,,,,,,,,,,,Empty
PLATEII_E_5,,,,,,,,,,,,,,,,,,,,,Empty
PLATEII_E_6,,,,,,,,,,,,,,,,,,,,,Empty
PLATEII_E_7,,,,,,,,,,,,,,,,,,,,,Empty
PLATEII_E_8,,,,,,,,,,,,,,,,,,,,,Empty
PLATEII_E_9,,,,,,,,,,,,,,,,,,,,,Empty
PLATEIV_A_1,,,,,,,,,,,,,,,,,,,,,Empty
PLATEIV_A_10,,,,,,,,,,,,,,,,,,,,,Empty
PLATEIV_A_11,,,,,,,,,,,,,,,,,,,,,Empty
PLATEIV_A_12,,,,,,,,,,,,,,,,,,,,,Empty
PLATEIV_A_2,,,,,,,,,,,,,,,,,,,,,Empty
PLATEIV_A_3,,,,,,,,,,,,,,,,,,,,,Empty
PLATEIV_A_4,,,,,,,,,,,,,,,,,,,,,Empty
PLATEIV_A_6,,,,,,,,,,,,,,,,,,,,,Empty
PLATEIV_A_7,,,,,,,,,,,,,,,,,,,,,Empty
PLATEIV_A_8,,,,,,,,,,,,,,,,,,,,,Empty
PLATEIV_A_9,,,,,,,,,,,,,,,,,,,,,Empty
PLATEIV_B_5,,,,,,,,,,,,,,,,,,,,,Empty
PLATEIV_C_5,,,,,,,,,,,,,,,,,,,,,Empty
PLATEIV_D_5,,,,,,,,,,,,,,,,,,,,,Empty
PLATEIV_E_5,,,,,,,,,,,,,,,,,,,,,Empty
PLATEIV_F_5,,,,,,,,,,,,,,,,,,,,,Empty
PLATEIV_G_5,,,,,,,,,,,,,,,,,,,,,Empty
PLATEIV_H_5,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_A_1,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_B_1,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_B_5,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_C_1,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_C_5,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_D_1,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_D_10,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_D_11,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_D_12,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_D_5,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_D_8,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_D_9,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_E_1,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_E_10,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_E_11,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_E_12,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_E_2,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_E_3,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_E_4,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_E_6,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_E_8,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_E_9,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_F_1,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_F_10,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_F_11,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_F_12,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_F_2,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_F_3,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_F_4,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_F_6,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_F_7,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_F_8,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_F_9,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_G_1,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_G_10,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_G_11,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_G_12,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_G_2,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_G_3,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_G_4,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_G_5,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_G_6,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_G_7,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_G_8,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_G_9,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_H_1,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_H_10,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_H_11,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_H_12,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_H_2,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_H_3,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_H_4,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_H_5,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_H_6,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_H_7,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_H_8,,,,,,,,,,,,,,,,,,,,,Empty
PLATEV_H_9,,,,,,,,,,,,,,,,,,,,,Empty
PLATEVI_A_5,,,,,,,,,,,,,,,,,,,,,Empty
PLATEVI_B_5,,,,,,,,,,,,,,,,,,,,,Empty
PLATEVI_C_5,,,,,,,,,,,,,,,,,,,,,Empty
PLATEVI_D_5,,,,,,,,,,,,,,,,,,,,,Empty
PLATEVI_E_5,,,,,,,,,,,,,,,,,,,,,Empty
PLATEVI_F_5,,,,,,,,,,,,,,,,,,,,,Empty
PLATEVI_G_10,,,,,,,,,,,,,,,,,,,,,Empty
PLATEVI_G_11,,,,,,,,,,,,,,,,,,,,,Empty
PLATEVI_G_5,,,,,,,,,,,,,,,,,,,,,Empty
PLATEVI_G_8,,,,,,,,,,,,,,,,,,,,,Empty
PLATEVI_G_9,,,,,,,,,,,,,,,,,,,,,Empty
PLATEVI_H_1,,,,,,,,,,,,,,,,,,,,,Empty
PLATEVI_H_10,,,,,,,,,,,,,,,,,,,,,Empty
PLATEVI_H_11,,,,,,,,,,,,,,,,,,,,,Empty
PLATEVI_H_12,,,,,,,,,,,,,,,,,,,,,Empty
PLATEVI_H_2,,,,,,,,,,,,,,,,,,,,,Empty
PLATEVI_H_3,,,,,,,,,,,,,,,,,,,,,Empty
PLATEVI_H_4,,,,,,,,,,,,,,,,,,,,,Empty
PLATEVI_H_5,,,,,,,,,,,,,,,,,,,,,Empty
PLATEVI_H_6,,,,,,,,,,,,,,,,,,,,,Empty
PLATEVI_H_7,,,,,,,,,,,,,,,,,,,,,Empty
PLATEVI_H_8,,,,,,,,,,,,,,,,,,,,,Empty
PLATEVI_H_9,,,,,,,,,,,,,,,,,,,,,Empty
Q1,957,Brown,NA,7/30/19,Q,Q1,Ocean,1,NA,,Branch,tip,,A,Q1,CD,,Branch tip,Branch tip_Q1,,sample
Q10,957,Brown,NA,7/30/19,Q,Q10,Land,10,NA,,Branch,mid,Inner,C,Q10,CD,,Branch mid,Branch mid_Q10,,sample
Q11,957,Brown,NA,7/30/19,Q,Q11,Land,11,5,Octo_3,Branch,base,Outer,C,Q11,CD,,Branch base,Branch base_Q11,,sample
Q12,957,Brown,NA,7/30/19,Q,Q12,Land,12,NA,,Branch,tip,,D,Q12,CD,,Branch tip,Branch tip_Q12,,sample
Q13,957,Brown,NA,7/30/19,Q,Q13,Land,13,NA,,Branch,mid,Inner,D,Q13,CD,,Branch mid,Branch mid_Q13,,sample
Q14,957,Brown,NA,7/30/19,Q,Q14,Land,14,NA,,Branch,base,Outer,D,Q14,CD,,Branch base,Branch base_Q14,,sample
Q15,957,Brown,NA,7/30/19,Q,Q15,Land,15,6,Octo_3,Deepest,,,,Q15,CD,,Deepest,Deepest_Q15,,sample
Q16,957,Brown,NA,7/30/19,Q,Q16,Land,16,7,Octo_3,Lowest,,,,Q16,CD,,Lowest,Lowest_Q16,,sample
Q2,957,Brown,NA,7/30/19,Q,Q2,Ocean,2,NA,,Branch,mid,Inner,A,Q2,CD,,Branch mid,Branch mid_Q2,,sample
Q3,957,Brown,NA,7/30/19,Q,Q3,Ocean,3,NA,,Branch,base,Outer,A,Q3,CD,,Branch base,Branch base_Q3,,sample
Q4,957,Brown,NA,7/30/19,Q,Q4,Ocean,4,0,Octo_3,Branch,tip,,B,Q4,CD,,Branch tip,Branch tip_Q4,,sample
Q5,957,Brown,NA,7/30/19,Q,Q5,Ocean,5,NA,,Branch,mid,Inner,B,Q5,CD,,Branch mid,Branch mid_Q5,,sample
Q6,957,Brown,NA,7/30/19,Q,Q6,Ocean,6,1,Octo_3,Branch,base,Outer,B,Q6,CD,,Branch base,Branch base_Q6,,sample
Q7,957,Brown,NA,7/30/19,Q,Q7,Ocean,7,2,Octo_3,Deepest,,,,Q7,CD,,Deepest,Deepest_Q7,,sample
Q8,957,Brown,NA,7/30/19,Q,Q8,Ocean,8,3,Octo_3,Lowest,,,,Q8,CD,,Lowest,Lowest_Q8,,sample
Q9,957,Brown,NA,7/30/19,Q,Q9,Land,9,4,Octo_3,Branch,tip,,C,Q9,CD,,Branch tip,Branch tip_Q9,,sample
R1,945,Orange,9,7/31/19,R,R1,Ocean,1,0,Octo_4,Branch,tip,,A,R1,C,,Branch tip,Branch tip_R1,,sample
R10,945,Orange,9,7/31/19,R,R10,Land,10,NA,,Branch,mid,Outer,C,R10,C,,Branch mid,Branch mid_R10,yes,sample
R10b,945,Orange,9,7/31/19,R,R10,Land,10,NA,,Branch,mid,Outer,C,R10,C,,Branch mid,Branch mid_R10,yes,sample
R11,945,Orange,9,7/31/19,R,R11,Land,11,NA,,Branch,base,Inner,C,R11,C,,Branch base,Branch base_R11,,sample
R12,945,Orange,9,7/31/19,R,R12,Land,12,5,Octo_4,Branch,tip,,D,R12,C,,Branch tip,Branch tip_R12,,sample
R13,945,Orange,9,7/31/19,R,R13,Land,13,NA,,Branch,mid,Inner,D,R13,C,,Branch mid,Branch mid_R13,,sample
R14,945,Orange,9,7/31/19,R,R14,Land,14,NA,,Branch,base,Outer,D,R14,C,,Branch base,Branch base_R14,,sample
R15,945,Orange,9,7/31/19,R,R15,Land,15,6,Octo_4,Deepest,,,,R15,C,,Deepest,Deepest_R15,,sample
R16,945,Orange,9,7/31/19,R,R16,Land,16,7,Octo_4,Lowest,,,,R16,C,,Lowest,Lowest_R16,,sample
R2,945,Orange,9,7/31/19,R,R2,Ocean,2,NA,,Branch,mid,Outer,A,R2,C,,Branch mid,Branch mid_R2,,sample
R3,945,Orange,9,7/31/19,R,R3,Ocean,3,1,Octo_4,Branch,base,Inner,A,R3,C,,Branch base,Branch base_R3,,sample
R4,945,Orange,9,7/31/19,R,R4,Ocean,4,NA,,Branch,tip,,B,R4,C,,Branch tip,Branch tip_R4,,sample
R5,945,Orange,9,7/31/19,R,R5,Ocean,5,NA,,Branch,mid,Inner,B,R5,C,,Branch mid,Branch mid_R5,,sample
R6,945,Orange,9,7/31/19,R,R6,Ocean,6,NA,,Branch,base,Outer,B,R6,C,,Branch base,Branch base_R6,,sample
R7,945,Orange,9,7/31/19,R,R7,Ocean,7,2,Octo_4,Deepest,,,,R7,C,,Deepest,Deepest_R7,,sample
R8,945,Orange,9,7/31/19,R,R8,Ocean,8,3,Octo_4,Lowest,,,,R8,C,,Lowest,Lowest_R8,,sample
R9,945,Orange,9,7/31/19,R,R9,Land,9,4,Octo_4,Branch,tip,,C,R9,C,,Branch tip,Branch tip_R9,yes,sample
R9b,945,Orange,9,7/31/19,R,R9,Land,9,4,Octo_4,Branch,tip,,C,R9,C,,Branch tip,Branch tip_R9,yes,sample
S1,960,Brown,6,7/31/19,S,S1,Ocean,1,0,Octo_5,Branch,tip,,A,S1,C,,Branch tip,Branch tip_S1,,sample
S10,960,Brown,6,7/31/19,S,S10,Land,10,NA,,Branch,mid,Outer,C,S10,C,,Branch mid,Branch mid_S10,,sample
S11,960,Brown,6,7/31/19,S,S11,Land,11,5,Octo_5,Branch,base,Inner,C,S11,C,,Branch base,Branch base_S11,,sample
S12,960,Brown,6,7/31/19,S,S12,Land,12,NA,,Branch,tip,,D,S12,C,,Branch tip,Branch tip_S12,yes,sample
S12b,960,Brown,6,7/31/19,S,S12,Land,12,NA,,Branch,tip,,D,S12,C,,Branch tip,Branch tip_S12,yes,sample
S13,960,Brown,6,7/31/19,S,S13,Land,13,NA,,Branch,mid,Outer,D,S13,C,,Branch mid,Branch mid_S13,yes,sample
S13b,960,Brown,6,7/31/19,S,S13,Land,13,NA,,Branch,mid,Outer,D,S13,C,,Branch mid,Branch mid_S13,yes,sample
S14,960,Brown,6,7/31/19,S,S14,Land,14,NA,,Branch,base,Outer,D,S14,C,,Branch base,Branch base_S14,,sample
S15,960,Brown,6,7/31/19,S,S15,Land,15,6,Octo_5,Deepest,,,,S15,C,,Deepest,Deepest_S15,,sample
S16,960,Brown,6,7/31/19,S,S16,Land,16,5,Octo_5,Lowest,,,,S16,C,,Lowest,Lowest_S16,,sample
S2,960,Brown,6,7/31/19,S,S2,Ocean,2,NA,,Branch,mid,Outer,A,S2,C,,Branch mid,Branch mid_S2,,sample
S3,960,Brown,6,7/31/19,S,S3,Ocean,3,1,Octo_5,Branch,base,Outer,A,S3,C,,Branch base,Branch base_S3,,sample
S4,960,Brown,6,7/31/19,S,S4,Ocean,4,NA,,Branch,tip,,B,S4,C,,Branch tip,Branch tip_S4,,sample
S5,960,Brown,6,7/31/19,S,S5,Ocean,5,NA,,Branch,mid,Outer,B,S5,C,,Branch mid,Branch mid_S5,,sample
S6,960,Brown,6,7/31/19,S,S6,Ocean,6,NA,,Branch,base,Inner,B,S6,C,,Branch base,Branch base_S6,,sample
S7,960,Brown,6,7/31/19,S,S7,Ocean,7,2,Octo_5,Deepest,,,,S7,C,,Deepest,Deepest_S7,yes,sample
S7b,960,Brown,6,7/31/19,S,S7,Ocean,7,2,Octo_5,Deepest,,,,S7,C,,Deepest,Deepest_S7,yes,sample
S8,960,Brown,6,7/31/19,S,S8,Land,8,3,Octo_5,Lowest,,,,S8,C,,Lowest,Lowest_S8,,sample
S9,960,Brown,6,7/31/19,S,S9,Land,9,4,Octo_5,Branch,tip,,C,S9,C,,Branch tip,Branch tip_S9,,sample
T1,976,Orange,8,8/1/19,T,T1,Ocean,1,0,Octo_3,Branch,tip,,A,T1,D,,Branch tip,Branch tip_T1,,sample
T10,976,Orange,8,8/1/19,T,T10,Land,10,NA,,Branch,mid,Inner,C,T10,D,,Branch mid,Branch mid_T10,,sample
T11,976,Orange,8,8/1/19,T,T11,Land,11,NA,,Branch,base,Outer,C,T11,D,,Branch base,Branch base_T11,,sample
T12,976,Orange,8,8/1/19,T,T12,Land,12,4,Octo_3,Branch,tip,,D,T12,D,,Branch tip,Branch tip_T12,,sample
