	0-RawData	1-FilterAndTrim	2-ErrorModel	3.1-Dereplication	3.2-Denoising	4-ESV	5-MultipleSequenceAlignment	6-ChimeraRemoval	7-PreClassification	8-Clustering_97	9-TaxaFilter_97	10-MultipletonsFilter_97	11-Subsampling_97	12-Lulu_97
PLATEIII_F_2	44451	39800	39800	39800 (10355 uniques)	39686 (117 uniques)	37867 (128 uniques)	36205 (95 uniques)	36205 (95 uniques)	36205 (95 uniques)	36205 (70 uniques)	14085 (61 uniques)	14085 (61 uniques)	3000 (61 uniques)	3000 (61 uniques)
PLATEIV_C_10	56106	49727	49727	49727 (13274 uniques)	49481 (120 uniques)	49259 (150 uniques)	46263 (103 uniques)	46263 (103 uniques)	46263 (103 uniques)	46263 (69 uniques)	30751 (62 uniques)	30751 (62 uniques)	3000 (61 uniques)	3000 (61 uniques)
PLATEIV_C_8	98448	87860	87860	87860 (21589 uniques)	87658 (143 uniques)	86924 (178 uniques)	76941 (126 uniques)	76941 (126 uniques)	76941 (126 uniques)	76941 (70 uniques)	33363 (61 uniques)	33363 (61 uniques)	3000 (61 uniques)	3000 (61 uniques)
PLATEIII_B_9	36016	31836	31836	31836 (9367 uniques)	31642 (108 uniques)	29465 (120 uniques)	28918 (97 uniques)	28918 (97 uniques)	28918 (97 uniques)	28918 (73 uniques)	21565 (62 uniques)	21565 (62 uniques)	3000 (62 uniques)	3000 (62 uniques)
PLATEVI_B_10	16384	14884	14884	14884 (6063 uniques)	14781 (117 uniques)	14537 (121 uniques)	9386 (90 uniques)	9386 (90 uniques)	9386 (90 uniques)	9386 (69 uniques)	9099 (63 uniques)	9099 (63 uniques)	3000 (62 uniques)	3000 (62 uniques)
PLATEVI_D_10	79025	71584	71584	71584 (21155 uniques)	71410 (130 uniques)	52639 (162 uniques)	35213 (118 uniques)	35213 (118 uniques)	35213 (118 uniques)	35213 (71 uniques)	34421 (65 uniques)	34421 (65 uniques)	3000 (62 uniques)	3000 (62 uniques)
PLATEIII_E_5	54087	45300	45300	45300 (11748 uniques)	44761 (169 uniques)	43836 (142 uniques)	39162 (92 uniques)	39162 (92 uniques)	39162 (92 uniques)	39162 (70 uniques)	8465 (63 uniques)	8465 (63 uniques)	3000 (63 uniques)	3000 (63 uniques)
PLATEII_A_11	7684	6798	6798	6798 (2035 uniques)	6763 (79 uniques)	6658 (78 uniques)	6618 (74 uniques)	6618 (74 uniques)	6618 (74 uniques)	6618 (65 uniques)	6578 (63 uniques)	6578 (63 uniques)	3000 (63 uniques)	3000 (63 uniques)
PLATEIV_E_1	23900	21102	21102	21102 (7048 uniques)	20998 (121 uniques)	19700 (122 uniques)	17885 (91 uniques)	17885 (91 uniques)	17885 (91 uniques)	17885 (70 uniques)	17493 (66 uniques)	17493 (66 uniques)	3000 (63 uniques)	3000 (63 uniques)
PLATEIII_D_12	45295	40430	40430	40430 (12803 uniques)	40309 (127 uniques)	40011 (142 uniques)	32886 (101 uniques)	32886 (101 uniques)	32886 (101 uniques)	32886 (68 uniques)	32434 (64 uniques)	32434 (64 uniques)	3000 (64 uniques)	3000 (64 uniques)
PLATEII_D_8	38880	35088	35088	35088 (9383 uniques)	35011 (99 uniques)	34658 (121 uniques)	34658 (104 uniques)	34658 (104 uniques)	34658 (104 uniques)	34658 (71 uniques)	34148 (66 uniques)	34148 (66 uniques)	3000 (64 uniques)	3000 (64 uniques)
PLATEIV_B_9	159376	146198	146198	146198 (29366 uniques)	146007 (140 uniques)	144863 (155 uniques)	137701 (115 uniques)	137641 (112 uniques)	137641 (112 uniques)	137641 (79 uniques)	130667 (70 uniques)	130667 (70 uniques)	3000 (64 uniques)	3000 (64 uniques)
PLATEVI_E_3	31722	28341	28341	28341 (10618 uniques)	28211 (123 uniques)	27359 (125 uniques)	13336 (93 uniques)	13336 (93 uniques)	13336 (93 uniques)	13336 (74 uniques)	12621 (66 uniques)	12621 (66 uniques)	3000 (64 uniques)	3000 (63 uniques)
PLATEIII_D_7	71704	65009	65009	65009 (20273 uniques)	64904 (132 uniques)	64168 (150 uniques)	58605 (108 uniques)	58605 (108 uniques)	58605 (108 uniques)	58605 (72 uniques)	48664 (67 uniques)	48664 (67 uniques)	3000 (65 uniques)	3000 (65 uniques)
PLATEIV_E_12	87861	80286	80286	80286 (16570 uniques)	80138 (131 uniques)	79803 (151 uniques)	78144 (113 uniques)	78134 (111 uniques)	78134 (111 uniques)	78134 (78 uniques)	53552 (71 uniques)	53550 (69 uniques)	3000 (65 uniques)	3000 (65 uniques)
PLATEI_C_1	7537	6899	6899	6899 (2361 uniques)	6847 (96 uniques)	6036 (89 uniques)	5856 (85 uniques)	5856 (85 uniques)	5856 (85 uniques)	5856 (75 uniques)	5077 (65 uniques)	5077 (65 uniques)	3000 (65 uniques)	3000 (65 uniques)
PLATEI_D_6	24471	21333	21333	21333 (7780 uniques)	21200 (139 uniques)	20340 (149 uniques)	14260 (112 uniques)	14260 (112 uniques)	14260 (112 uniques)	14260 (79 uniques)	10818 (69 uniques)	10818 (69 uniques)	3000 (65 uniques)	3000 (65 uniques)
PLATEVI_B_6	32008	28633	28633	28633 (11308 uniques)	28558 (117 uniques)	26803 (116 uniques)	11861 (86 uniques)	11861 (86 uniques)	11861 (86 uniques)	11861 (73 uniques)	11113 (65 uniques)	11113 (65 uniques)	3000 (65 uniques)	3000 (65 uniques)
PLATEIII_E_6	43906	38075	38075	38075 (12957 uniques)	37904 (143 uniques)	37401 (170 uniques)	32317 (113 uniques)	32317 (113 uniques)	32317 (113 uniques)	32317 (70 uniques)	31443 (66 uniques)	31443 (66 uniques)	3000 (66 uniques)	3000 (66 uniques)
PLATEIII_G_2	26718	24207	24207	24207 (8987 uniques)	23966 (165 uniques)	19987 (161 uniques)	17180 (122 uniques)	17180 (122 uniques)	17180 (122 uniques)	17180 (77 uniques)	15841 (70 uniques)	15841 (70 uniques)	3000 (66 uniques)	3000 (66 uniques)
PLATEII_D_10	15460	14077	14077	14077 (4086 uniques)	14022 (91 uniques)	13898 (105 uniques)	13853 (93 uniques)	13853 (93 uniques)	13853 (93 uniques)	13853 (69 uniques)	13630 (67 uniques)	13630 (67 uniques)	3000 (66 uniques)	3000 (66 uniques)
PLATEIV_B_8	40677	37163	37163	37163 (12461 uniques)	37076 (135 uniques)	35598 (154 uniques)	33291 (112 uniques)	33291 (112 uniques)	33291 (112 uniques)	33291 (80 uniques)	28252 (69 uniques)	28252 (69 uniques)	3000 (66 uniques)	3000 (66 uniques)
PLATEIII_D_9	98217	88420	88420	88420 (16894 uniques)	88209 (111 uniques)	83475 (112 uniques)	82864 (98 uniques)	82864 (98 uniques)	82864 (98 uniques)	82864 (83 uniques)	47336 (75 uniques)	47336 (75 uniques)	3000 (67 uniques)	3000 (67 uniques)
PLATEIII_G_4	37592	33250	33250	33250 (8750 uniques)	33165 (104 uniques)	32900 (107 uniques)	32177 (93 uniques)	32177 (93 uniques)	32177 (93 uniques)	32177 (71 uniques)	12885 (68 uniques)	12885 (68 uniques)	3000 (67 uniques)	3000 (67 uniques)
PLATEII_B_9	11022	9759	9759	9759 (2609 uniques)	9669 (89 uniques)	9516 (84 uniques)	9516 (84 uniques)	9506 (83 uniques)	9506 (83 uniques)	9506 (73 uniques)	9130 (68 uniques)	9130 (68 uniques)	3000 (67 uniques)	3000 (67 uniques)
PLATEIV_H_12	41677	37306	37306	37306 (11279 uniques)	37223 (113 uniques)	36877 (136 uniques)	36462 (118 uniques)	36462 (118 uniques)	36462 (118 uniques)	36462 (75 uniques)	30455 (67 uniques)	30455 (67 uniques)	3000 (67 uniques)	3000 (67 uniques)
PLATEVI_A_1	44419	39076	39076	39076 (14194 uniques)	38957 (131 uniques)	25468 (133 uniques)	12948 (99 uniques)	12948 (99 uniques)	12948 (99 uniques)	12948 (78 uniques)	11727 (68 uniques)	11727 (68 uniques)	3000 (67 uniques)	3000 (66 uniques)
PLATEIII_G_11	81022	72547	72547	72547 (19746 uniques)	72361 (153 uniques)	71814 (202 uniques)	69355 (135 uniques)	69355 (135 uniques)	69355 (135 uniques)	69355 (78 uniques)	54491 (71 uniques)	54491 (71 uniques)	3000 (68 uniques)	3000 (67 uniques)
PLATEIII_G_5	40720	35547	35547	35547 (10028 uniques)	35431 (119 uniques)	35180 (130 uniques)	33923 (100 uniques)	33866 (99 uniques)	33866 (99 uniques)	33866 (75 uniques)	19994 (68 uniques)	19994 (68 uniques)	3000 (68 uniques)	3000 (68 uniques)
PLATEIV_C_3	92831	84634	84634	84634 (20613 uniques)	84460 (131 uniques)	83241 (143 uniques)	70201 (111 uniques)	70201 (111 uniques)	70201 (111 uniques)	70201 (87 uniques)	54776 (72 uniques)	54776 (72 uniques)	3000 (68 uniques)	3000 (68 uniques)
PLATEVI_E_11	28321	25548	25548	25548 (8933 uniques)	25450 (107 uniques)	24988 (128 uniques)	24381 (108 uniques)	24381 (108 uniques)	24381 (108 uniques)	24381 (76 uniques)	22368 (70 uniques)	22368 (70 uniques)	3000 (68 uniques)	3000 (68 uniques)
PLATEIII_C_6	51883	45609	45609	45609 (15459 uniques)	45444 (138 uniques)	44954 (167 uniques)	41521 (125 uniques)	41521 (125 uniques)	41521 (125 uniques)	41521 (79 uniques)	37735 (71 uniques)	37735 (71 uniques)	3000 (69 uniques)	3000 (69 uniques)
PLATEII_F_12	14848	13596	13596	13596 (3750 uniques)	13534 (89 uniques)	13429 (95 uniques)	13429 (93 uniques)	13429 (93 uniques)	13429 (93 uniques)	13429 (77 uniques)	13092 (72 uniques)	13092 (72 uniques)	3000 (69 uniques)	3000 (69 uniques)
PLATEII_F_9	125174	114605	114605	114605 (38789 uniques)	112380 (2427 uniques)	105290 (2229 uniques)	105219 (2157 uniques)	104395 (2106 uniques)	104395 (2106 uniques)	104395 (1353 uniques)	88042 (1316 uniques)	88036 (1310 uniques)	3000 (690 uniques)	3000 (689 uniques)
PLATEIII_D_11	46047	39419	39419	39419 (13826 uniques)	39224 (144 uniques)	38231 (158 uniques)	29616 (112 uniques)	29616 (112 uniques)	29616 (112 uniques)	29616 (80 uniques)	27966 (71 uniques)	27966 (71 uniques)	3000 (70 uniques)	3000 (70 uniques)
PLATEIV_E_10	61807	56068	56068	56068 (14524 uniques)	55858 (143 uniques)	55590 (179 uniques)	51444 (128 uniques)	51444 (128 uniques)	51444 (128 uniques)	51444 (86 uniques)	45381 (74 uniques)	45381 (74 uniques)	3000 (70 uniques)	3000 (70 uniques)
PLATEIV_F_1	31039	27767	27767	27767 (9027 uniques)	27669 (124 uniques)	26583 (140 uniques)	25522 (115 uniques)	25522 (115 uniques)	25522 (115 uniques)	25522 (81 uniques)	22381 (73 uniques)	22381 (73 uniques)	3000 (71 uniques)	3000 (71 uniques)
PLATEVI_E_4	46085	39739	39739	39739 (14587 uniques)	39595 (136 uniques)	37869 (139 uniques)	14751 (99 uniques)	14751 (99 uniques)	14751 (99 uniques)	14751 (77 uniques)	13678 (71 uniques)	13678 (71 uniques)	3000 (71 uniques)	3000 (71 uniques)
PLATEVI_E_7	53297	48939	48939	48939 (17419 uniques)	48767 (151 uniques)	47972 (163 uniques)	42314 (127 uniques)	42314 (127 uniques)	42314 (127 uniques)	42314 (82 uniques)	36259 (71 uniques)	36259 (71 uniques)	3000 (71 uniques)	3000 (70 uniques)
PLATEII_A_9	8110	7222	7222	7222 (2260 uniques)	7101 (101 uniques)	6914 (103 uniques)	6847 (96 uniques)	6818 (95 uniques)	6818 (95 uniques)	6818 (78 uniques)	6569 (73 uniques)	6569 (73 uniques)	3000 (73 uniques)	3000 (73 uniques)
PLATEIV_D_11	21160	18664	18664	18664 (7318 uniques)	18554 (133 uniques)	18161 (134 uniques)	15262 (100 uniques)	15262 (100 uniques)	15262 (100 uniques)	15262 (80 uniques)	12299 (73 uniques)	12299 (73 uniques)	3000 (73 uniques)	3000 (73 uniques)
PLATEI_H_8	31268	27480	27480	27480 (9094 uniques)	27355 (109 uniques)	26987 (112 uniques)	26742 (107 uniques)	26742 (107 uniques)	26742 (107 uniques)	26742 (81 uniques)	20641 (74 uniques)	20641 (74 uniques)	3000 (73 uniques)	3000 (73 uniques)
PLATEII_D_2	16203	14676	14676	14676 (4252 uniques)	14616 (103 uniques)	14497 (116 uniques)	14378 (105 uniques)	14378 (105 uniques)	14378 (105 uniques)	14378 (81 uniques)	14182 (75 uniques)	14182 (75 uniques)	3000 (75 uniques)	3000 (75 uniques)
PLATEVI_D_9	57681	52068	52068	52068 (16820 uniques)	51895 (144 uniques)	36803 (165 uniques)	30243 (125 uniques)	30243 (125 uniques)	30243 (125 uniques)	30243 (88 uniques)	27767 (76 uniques)	27767 (76 uniques)	3000 (75 uniques)	3000 (74 uniques)
PLATEII_C_8	38845	34615	34615	34615 (8786 uniques)	34543 (107 uniques)	34305 (115 uniques)	34275 (106 uniques)	34275 (106 uniques)	34275 (106 uniques)	34275 (87 uniques)	19881 (79 uniques)	19881 (79 uniques)	3000 (76 uniques)	3000 (76 uniques)
PLATEIV_E_11	22473	19795	19795	19795 (7101 uniques)	19725 (108 uniques)	19546 (116 uniques)	19242 (101 uniques)	19242 (101 uniques)	19242 (101 uniques)	19242 (79 uniques)	18450 (77 uniques)	18448 (76 uniques)	3000 (76 uniques)	3000 (76 uniques)
PLATEVI_A_9	39291	34996	34996	34996 (12843 uniques)	34837 (141 uniques)	23125 (139 uniques)	11457 (109 uniques)	11457 (109 uniques)	11457 (109 uniques)	11457 (83 uniques)	10602 (77 uniques)	10602 (77 uniques)	3000 (77 uniques)	3000 (77 uniques)
PLATEIII_A_3	13850	12363	12363	12363 (5069 uniques)	12241 (138 uniques)	11987 (144 uniques)	10041 (109 uniques)	10041 (109 uniques)	10041 (109 uniques)	10041 (81 uniques)	9821 (79 uniques)	9821 (79 uniques)	3000 (78 uniques)	3000 (78 uniques)
PLATEIII_C_12	83621	74756	74756	74756 (20613 uniques)	74650 (149 uniques)	74144 (189 uniques)	66602 (133 uniques)	66602 (133 uniques)	66602 (133 uniques)	66602 (89 uniques)	40418 (78 uniques)	40418 (78 uniques)	3000 (78 uniques)	3000 (78 uniques)
PLATEIII_H_3	104937	91972	91972	91972 (27482 uniques)	91838 (144 uniques)	91040 (200 uniques)	89906 (144 uniques)	89906 (144 uniques)	89906 (144 uniques)	89906 (88 uniques)	89444 (85 uniques)	89442 (84 uniques)	3000 (78 uniques)	3000 (78 uniques)
PLATEII_A_7	14557	13314	13314	13314 (3807 uniques)	13238 (119 uniques)	13142 (132 uniques)	13101 (118 uniques)	13101 (118 uniques)	13101 (118 uniques)	13101 (94 uniques)	12409 (82 uniques)	12408 (81 uniques)	3000 (78 uniques)	3000 (78 uniques)
PLATEIV_G_7	49173	44986	44986	44986 (14653 uniques)	44884 (140 uniques)	44263 (155 uniques)	38189 (119 uniques)	38189 (119 uniques)	38189 (119 uniques)	38189 (88 uniques)	21442 (78 uniques)	21442 (78 uniques)	3000 (78 uniques)	3000 (78 uniques)
PLATEVI_B_2	27094	23030	23030	23030 (8704 uniques)	22839 (114 uniques)	22463 (127 uniques)	21667 (112 uniques)	21667 (112 uniques)	21667 (112 uniques)	21667 (89 uniques)	16176 (78 uniques)	16176 (78 uniques)	3000 (78 uniques)	3000 (78 uniques)
PLATEIV_G_3	21964	19716	19716	19716 (7523 uniques)	19643 (150 uniques)	19084 (158 uniques)	14270 (120 uniques)	14270 (120 uniques)	14270 (120 uniques)	14270 (89 uniques)	10813 (79 uniques)	10813 (79 uniques)	3000 (79 uniques)	3000 (79 uniques)
PLATEVI_F_1	198597	182845	182845	182845 (37963 uniques)	182399 (213 uniques)	178195 (332 uniques)	178112 (306 uniques)	171712 (130 uniques)	171712 (130 uniques)	171712 (23 uniques)	171712 (23 uniques)	171712 (23 uniques)	3000 (8 uniques)	3000 (8 uniques)
PLATEVI_G_12	102611	94604	94604	94604 (20437 uniques)	94153 (136 uniques)	92289 (205 uniques)	92201 (189 uniques)	89455 (83 uniques)	89455 (83 uniques)	89455 (18 uniques)	89435 (17 uniques)	89435 (17 uniques)	3000 (8 uniques)	3000 (8 uniques)
PLATEIII_G_10	94366	85594	85594	85594 (20752 uniques)	85392 (164 uniques)	84419 (217 uniques)	83190 (165 uniques)	83190 (165 uniques)	83190 (165 uniques)	83190 (97 uniques)	58009 (89 uniques)	58009 (89 uniques)	3000 (80 uniques)	3000 (80 uniques)
PLATEII_B_5	15944	14343	14343	14343 (4243 uniques)	14287 (103 uniques)	14178 (119 uniques)	14097 (111 uniques)	14097 (111 uniques)	14097 (111 uniques)	14097 (83 uniques)	13987 (81 uniques)	13987 (81 uniques)	3000 (80 uniques)	3000 (80 uniques)
PLATEII_C_9	36636	32651	32651	32651 (6641 uniques)	32532 (107 uniques)	32169 (109 uniques)	32169 (101 uniques)	32169 (101 uniques)	32169 (101 uniques)	32169 (90 uniques)	15873 (81 uniques)	15873 (81 uniques)	3000 (80 uniques)	3000 (80 uniques)
PLATEII_H_6	36441	32891	32891	32891 (8839 uniques)	32832 (121 uniques)	32361 (130 uniques)	32138 (115 uniques)	32138 (115 uniques)	32138 (115 uniques)	32138 (88 uniques)	25563 (83 uniques)	25563 (83 uniques)	3000 (80 uniques)	3000 (80 uniques)
PLATEIII_G_12	61865	54056	54056	54056 (17501 uniques)	53790 (174 uniques)	53313 (202 uniques)	44355 (144 uniques)	44355 (144 uniques)	44355 (144 uniques)	44355 (95 uniques)	41594 (88 uniques)	41594 (88 uniques)	3000 (81 uniques)	3000 (81 uniques)
PLATEIV_F_2	37173	33158	33158	33158 (10190 uniques)	32968 (132 uniques)	31974 (145 uniques)	31271 (125 uniques)	31271 (125 uniques)	31271 (125 uniques)	31271 (96 uniques)	29623 (86 uniques)	29623 (86 uniques)	3000 (81 uniques)	3000 (81 uniques)
PLATEI_D_5	26560	23048	23048	23048 (8878 uniques)	22892 (138 uniques)	22154 (141 uniques)	17563 (107 uniques)	17563 (107 uniques)	17563 (107 uniques)	17563 (91 uniques)	17183 (85 uniques)	17183 (85 uniques)	3000 (82 uniques)	3000 (82 uniques)
PLATEVI_B_7	36795	33264	33264	33264 (12618 uniques)	33166 (146 uniques)	22071 (139 uniques)	11715 (112 uniques)	11715 (112 uniques)	11715 (112 uniques)	11715 (91 uniques)	8479 (82 uniques)	8479 (82 uniques)	3000 (82 uniques)	3000 (82 uniques)
PLATEVI_E_6	34829	31917	31917	31917 (12309 uniques)	31778 (141 uniques)	31305 (151 uniques)	20733 (114 uniques)	20733 (114 uniques)	20733 (114 uniques)	20733 (93 uniques)	17123 (82 uniques)	17123 (82 uniques)	3000 (82 uniques)	3000 (82 uniques)
PLATEIV_B_4	117660	106586	106586	106586 (25496 uniques)	106478 (148 uniques)	100482 (177 uniques)	74466 (129 uniques)	74466 (129 uniques)	74466 (129 uniques)	74466 (96 uniques)	47638 (86 uniques)	47638 (86 uniques)	3000 (84 uniques)	3000 (84 uniques)
PLATEIV_C_12	58052	52299	52299	52299 (15029 uniques)	52125 (132 uniques)	51778 (171 uniques)	51253 (139 uniques)	51224 (138 uniques)	51224 (138 uniques)	51224 (93 uniques)	33622 (86 uniques)	33622 (86 uniques)	3000 (84 uniques)	3000 (84 uniques)
PLATEIV_D_3	87358	79872	79872	79872 (24772 uniques)	79699 (165 uniques)	69269 (185 uniques)	41823 (146 uniques)	41823 (146 uniques)	41823 (146 uniques)	41823 (103 uniques)	40754 (92 uniques)	40754 (92 uniques)	3000 (84 uniques)	3000 (84 uniques)
PLATEVI_E_1	49383	44651	44651	44651 (15996 uniques)	44528 (172 uniques)	43328 (190 uniques)	35439 (153 uniques)	35439 (153 uniques)	35439 (153 uniques)	35439 (107 uniques)	25057 (88 uniques)	25057 (88 uniques)	3000 (84 uniques)	3000 (84 uniques)
PLATEII_B_4	23347	21327	21327	21327 (5358 uniques)	21283 (117 uniques)	21146 (135 uniques)	21146 (123 uniques)	21146 (123 uniques)	21146 (123 uniques)	21146 (93 uniques)	19886 (86 uniques)	19886 (86 uniques)	3000 (85 uniques)	3000 (85 uniques)
PLATEIV_B_10	71729	65432	65432	65432 (15058 uniques)	65348 (158 uniques)	65058 (179 uniques)	62448 (141 uniques)	62445 (140 uniques)	62445 (140 uniques)	62445 (97 uniques)	61093 (91 uniques)	61093 (91 uniques)	3000 (86 uniques)	3000 (86 uniques)
PLATEIV_D_9	82103	73985	73985	73985 (21482 uniques)	73629 (214 uniques)	71202 (239 uniques)	60077 (184 uniques)	60077 (184 uniques)	60077 (184 uniques)	60077 (122 uniques)	58391 (109 uniques)	58391 (109 uniques)	3000 (86 uniques)	3000 (86 uniques)
PLATEVI_G_1	29721	25260	25260	25260 (9451 uniques)	25148 (114 uniques)	24735 (122 uniques)	24727 (113 uniques)	24574 (112 uniques)	24574 (112 uniques)	24574 (89 uniques)	24574 (89 uniques)	24574 (89 uniques)	3000 (87 uniques)	3000 (87 uniques)
PLATEI_D_9	52478	46514	46514	46514 (13132 uniques)	46235 (184 uniques)	34325 (198 uniques)	32084 (159 uniques)	32084 (159 uniques)	32084 (159 uniques)	32084 (108 uniques)	31333 (97 uniques)	31333 (97 uniques)	3000 (88 uniques)	3000 (88 uniques)
PLATEVI_B_8	37561	33694	33694	33694 (11895 uniques)	33533 (156 uniques)	20927 (153 uniques)	13434 (127 uniques)	13434 (127 uniques)	13434 (127 uniques)	13434 (98 uniques)	12615 (92 uniques)	12615 (92 uniques)	3000 (89 uniques)	3000 (89 uniques)
PLATEI_H_10	5996	5044	5044	5044 (1564 uniques)	4976 (18 uniques)	4813 (10 uniques)	4813 (10 uniques)	4813 (10 uniques)	4813 (10 uniques)	4813 (10 uniques)	4797 (9 uniques)	4797 (9 uniques)	3000 (9 uniques)	3000 (9 uniques)
PLATEI_H_9	178793	164385	164385	164385 (32479 uniques)	163913 (255 uniques)	159869 (428 uniques)	159869 (384 uniques)	152295 (168 uniques)	152295 (168 uniques)	152295 (24 uniques)	152240 (23 uniques)	152240 (23 uniques)	3000 (9 uniques)	3000 (9 uniques)
PLATEVI_A_2	32172	27837	27837	27837 (10699 uniques)	27740 (141 uniques)	20431 (151 uniques)	19188 (127 uniques)	19188 (127 uniques)	19188 (127 uniques)	19188 (100 uniques)	17984 (95 uniques)	17982 (94 uniques)	3000 (91 uniques)	3000 (91 uniques)
PLATEII_D_7	60584	56048	56048	56048 (13146 uniques)	55933 (142 uniques)	55628 (179 uniques)	55537 (153 uniques)	55537 (153 uniques)	55537 (153 uniques)	55537 (104 uniques)	51372 (97 uniques)	51372 (97 uniques)	3000 (92 uniques)	3000 (92 uniques)
PLATEI_D_7	25277	22670	22670	22670 (8395 uniques)	22526 (143 uniques)	21907 (142 uniques)	15592 (113 uniques)	15592 (113 uniques)	15592 (113 uniques)	15592 (100 uniques)	15192 (95 uniques)	15192 (95 uniques)	3000 (92 uniques)	3000 (92 uniques)
PLATEII_A_6	11260	10302	10302	10302 (3205 uniques)	10269 (128 uniques)	10133 (129 uniques)	10086 (124 uniques)	10086 (124 uniques)	10086 (124 uniques)	10086 (103 uniques)	9753 (94 uniques)	9753 (94 uniques)	3000 (93 uniques)	3000 (93 uniques)
PLATEIII_F_9	96413	85451	85451	85451 (16446 uniques)	85229 (130 uniques)	83216 (145 uniques)	82820 (123 uniques)	82820 (123 uniques)	82820 (123 uniques)	82820 (102 uniques)	29186 (95 uniques)	29186 (95 uniques)	3000 (94 uniques)	3000 (94 uniques)
PLATEVI_D_11	41465	37171	37171	37171 (13677 uniques)	37040 (164 uniques)	30157 (175 uniques)	17072 (137 uniques)	17072 (137 uniques)	17072 (137 uniques)	17072 (101 uniques)	15799 (95 uniques)	15799 (95 uniques)	3000 (94 uniques)	3000 (93 uniques)
PLATEII_G_11	20674	18624	18624	18624 (4661 uniques)	18585 (124 uniques)	18395 (130 uniques)	18349 (123 uniques)	18349 (123 uniques)	18349 (123 uniques)	18349 (105 uniques)	13539 (99 uniques)	13539 (99 uniques)	3000 (96 uniques)	3000 (96 uniques)
PLATEII_B_7	48655	45559	45559	45559 (8867 uniques)	45469 (143 uniques)	45275 (159 uniques)	45230 (148 uniques)	45170 (147 uniques)	45170 (147 uniques)	45170 (115 uniques)	22332 (104 uniques)	22332 (104 uniques)	3000 (99 uniques)	3000 (99 uniques)
