	0-RawData	1-FilterAndTrim	2-ErrorModel	3.1-Dereplication	3.2-Denoising	4-ESV	5-MultipleSequenceAlignment	6-ChimeraRemoval	7-PreClassification	8-Clustering_97	9-TaxaFilter_97	10-MultipletonsFilter_97	11-Subsampling_97	12-Lulu_97
PLATEIII_C_1	1102	1007	1007	1007 (441 uniques)	987 (26 uniques)	978 (25 uniques)	865 (24 uniques)	865 (24 uniques)	865 (24 uniques)	865 (22 uniques)	751 (19 uniques)	751 (19 uniques)	/	/
PLATEIII_D_1	6655	5956	5956	5956 (2369 uniques)	5875 (66 uniques)	3492 (62 uniques)	1607 (36 uniques)	1607 (36 uniques)	1607 (36 uniques)	1607 (32 uniques)	1263 (28 uniques)	1263 (28 uniques)	/	/
PLATEIII_E_1	1642	1486	1486	1486 (669 uniques)	1460 (30 uniques)	1422 (26 uniques)	1268 (25 uniques)	1268 (25 uniques)	1268 (25 uniques)	1268 (25 uniques)	1245 (24 uniques)	1245 (24 uniques)	/	/
PLATEIII_F_1	3475	3094	3094	3094 (1367 uniques)	3051 (54 uniques)	2900 (49 uniques)	2311 (39 uniques)	2311 (39 uniques)	2311 (39 uniques)	2311 (33 uniques)	2225 (31 uniques)	2225 (31 uniques)	/	/
PLATEIII_F_6	544	173	173	173 (141 uniques)	112 (9 uniques)	55 (3 uniques)	55 (3 uniques)	55 (3 uniques)	55 (3 uniques)	55 (3 uniques)	39 (2 uniques)	39 (2 uniques)	/	/
PLATEIII_G_1	1201	1057	1057	1057 (570 uniques)	1002 (40 uniques)	925 (32 uniques)	763 (30 uniques)	763 (30 uniques)	763 (30 uniques)	763 (30 uniques)	621 (27 uniques)	621 (27 uniques)	/	/
PLATEII_A_1	309	275	275	275 (161 uniques)	223 (22 uniques)	183 (13 uniques)	183 (13 uniques)	183 (13 uniques)	183 (13 uniques)	183 (13 uniques)	173 (12 uniques)	173 (12 uniques)	/	/
PLATEII_C_1	2099	1933	1933	1933 (607 uniques)	1911 (31 uniques)	1886 (35 uniques)	1886 (30 uniques)	1886 (30 uniques)	1886 (30 uniques)	1886 (23 uniques)	1837 (20 uniques)	1837 (20 uniques)	/	/
PLATEII_D_1	342	301	301	301 (196 uniques)	225 (35 uniques)	169 (22 uniques)	169 (22 uniques)	169 (22 uniques)	169 (22 uniques)	169 (22 uniques)	169 (22 uniques)	169 (22 uniques)	/	/
PLATEII_D_6	525	80	80	80 (70 uniques)	32 (4 uniques)	2 (1 uniques)	2 (1 uniques)	2 (1 uniques)	2 (1 uniques)	2 (1 uniques)	2 (1 uniques)	2 (1 uniques)	/	/
PLATEII_E_1	5	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEII_E_10	117	104	104	104 (68 uniques)	70 (7 uniques)	61 (3 uniques)	61 (3 uniques)	61 (3 uniques)	61 (3 uniques)	61 (3 uniques)	61 (3 uniques)	61 (3 uniques)	/	/
PLATEII_E_11	19	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEII_E_12	37	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEII_E_2	35	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEII_E_3	27	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEII_E_4	30	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEII_E_5	42	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEII_E_6	35	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEII_E_7	33	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEII_E_8	63	60	60	60 (37 uniques)	39 (6 uniques)	30 (3 uniques)	30 (3 uniques)	30 (3 uniques)	30 (3 uniques)	30 (3 uniques)	12 (2 uniques)	12 (2 uniques)	/	/
PLATEII_E_9	302	254	254	254 (187 uniques)	181 (17 uniques)	144 (11 uniques)	144 (11 uniques)	144 (11 uniques)	144 (11 uniques)	144 (11 uniques)	124 (9 uniques)	124 (9 uniques)	/	/
PLATEII_F_1	972	881	881	881 (299 uniques)	861 (34 uniques)	832 (27 uniques)	832 (27 uniques)	832 (27 uniques)	832 (27 uniques)	832 (27 uniques)	824 (26 uniques)	824 (26 uniques)	/	/
PLATEII_G_1	31	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEII_H_1	751	679	679	679 (246 uniques)	648 (22 uniques)	623 (19 uniques)	623 (18 uniques)	623 (18 uniques)	623 (18 uniques)	623 (18 uniques)	623 (18 uniques)	623 (18 uniques)	/	/
PLATEII_H_10	3212	2789	2789	2789 (823 uniques)	2753 (14 uniques)	2640 (10 uniques)	2640 (10 uniques)	2640 (10 uniques)	2640 (10 uniques)	2640 (10 uniques)	2640 (10 uniques)	2640 (10 uniques)	/	/
PLATEII_H_11	2698	2301	2301	2301 (673 uniques)	2270 (14 uniques)	2190 (12 uniques)	2190 (12 uniques)	2190 (12 uniques)	2190 (12 uniques)	2190 (11 uniques)	2035 (9 uniques)	2035 (9 uniques)	/	/
PLATEIV_A_1	33	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEIV_A_10	10	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEIV_A_11	9	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEIV_A_12	78	64	64	64 (50 uniques)	49 (4 uniques)	30 (2 uniques)	30 (2 uniques)	30 (2 uniques)	30 (2 uniques)	30 (2 uniques)	30 (2 uniques)	30 (2 uniques)	/	/
PLATEIV_A_2	12	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEIV_A_3	19	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEIV_A_4	13	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEIV_A_6	21	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEIV_A_7	11	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEIV_A_8	12	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEIV_A_9	11	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEIV_B_5	17	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEIV_C_5	12	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEIV_D_5	17	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEIV_E_5	11	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEIV_F_5	7	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEIV_G_5	9	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEIV_H_2	4733	3052	3052	3052 (1182 uniques)	3010 (13 uniques)	2960 (9 uniques)	2960 (9 uniques)	2960 (9 uniques)	2960 (9 uniques)	2960 (8 uniques)	2960 (8 uniques)	2960 (8 uniques)	/	/
PLATEIV_H_3	610	383	383	383 (215 uniques)	329 (10 uniques)	260 (5 uniques)	260 (5 uniques)	260 (5 uniques)	260 (5 uniques)	260 (5 uniques)	260 (5 uniques)	260 (5 uniques)	/	/
PLATEIV_H_4	2969	2492	2492	2492 (877 uniques)	2452 (10 uniques)	2407 (7 uniques)	2407 (7 uniques)	2407 (7 uniques)	2407 (7 uniques)	2407 (7 uniques)	2400 (6 uniques)	2400 (6 uniques)	/	/
PLATEIV_H_5	11	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEI_A_1	1	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEI_A_10	95	79	79	79 (53 uniques)	49 (4 uniques)	36 (2 uniques)	36 (2 uniques)	36 (2 uniques)	36 (2 uniques)	36 (2 uniques)	28 (1 uniques)	28 (1 uniques)	/	/
PLATEI_A_11	62	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEI_A_12	54	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEI_A_2	21	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEI_A_3	12	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEI_A_4	37	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEI_A_5	48	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEI_A_6	46	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEI_A_7	24	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEI_A_8	28	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEI_A_9	40	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEI_B_2	233	99	99	99 (81 uniques)	54 (5 uniques)	3 (1 uniques)	3 (1 uniques)	3 (1 uniques)	3 (1 uniques)	3 (1 uniques)	3 (1 uniques)	3 (1 uniques)	/	/
PLATEI_B_6	338	161	161	161 (119 uniques)	94 (8 uniques)	50 (1 uniques)	50 (1 uniques)	50 (1 uniques)	50 (1 uniques)	50 (1 uniques)	50 (1 uniques)	50 (1 uniques)	/	/
PLATEI_D_1	1692	1504	1504	1504 (701 uniques)	1439 (53 uniques)	1031 (39 uniques)	738 (35 uniques)	738 (35 uniques)	738 (35 uniques)	738 (33 uniques)	709 (32 uniques)	709 (32 uniques)	/	/
PLATEI_D_8	497	159	159	159 (135 uniques)	68 (5 uniques)	31 (2 uniques)	31 (2 uniques)	31 (2 uniques)	31 (2 uniques)	31 (2 uniques)	10 (1 uniques)	10 (1 uniques)	/	/
PLATEI_E_1	247	209	209	209 (110 uniques)	187 (14 uniques)	162 (10 uniques)	162 (10 uniques)	162 (10 uniques)	162 (10 uniques)	162 (10 uniques)	162 (10 uniques)	162 (10 uniques)	/	/
PLATEI_E_8	289	130	130	130 (101 uniques)	67 (6 uniques)	39 (2 uniques)	39 (2 uniques)	39 (2 uniques)	39 (2 uniques)	39 (2 uniques)	24 (1 uniques)	24 (1 uniques)	/	/
PLATEI_F_1	2645	2387	2387	2387 (882 uniques)	2354 (30 uniques)	2322 (26 uniques)	2322 (26 uniques)	2322 (26 uniques)	2322 (26 uniques)	2322 (23 uniques)	2296 (22 uniques)	2296 (22 uniques)	/	/
PLATEI_G_1	256	198	198	198 (126 uniques)	152 (14 uniques)	115 (7 uniques)	115 (7 uniques)	115 (7 uniques)	115 (7 uniques)	115 (7 uniques)	115 (7 uniques)	115 (7 uniques)	/	/
PLATEVI_A_5	8	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEVI_A_6	220	115	115	115 (110 uniques)	57 (4 uniques)	16 (1 uniques)	/	/	/	/	/	/	/	/
PLATEVI_B_11	1796	764	764	764 (294 uniques)	730 (4 uniques)	715 (2 uniques)	715 (2 uniques)	715 (2 uniques)	715 (2 uniques)	715 (2 uniques)	715 (2 uniques)	715 (2 uniques)	/	/
PLATEVI_B_12	1184	917	917	917 (381 uniques)	850 (7 uniques)	809 (4 uniques)	809 (4 uniques)	809 (4 uniques)	809 (4 uniques)	809 (4 uniques)	800 (3 uniques)	800 (3 uniques)	/	/
PLATEVI_B_5	4	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEVI_C_5	4	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEVI_D_5	6	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEVI_E_12	2727	2021	2021	2021 (771 uniques)	1956 (14 uniques)	1900 (11 uniques)	1900 (11 uniques)	1900 (11 uniques)	1900 (11 uniques)	1900 (11 uniques)	1876 (9 uniques)	1876 (9 uniques)	/	/
PLATEVI_E_5	6	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEVI_F_5	3	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEVI_F_6	255	150	150	150 (136 uniques)	66 (8 uniques)	33 (2 uniques)	33 (2 uniques)	33 (2 uniques)	33 (2 uniques)	33 (2 uniques)	14 (1 uniques)	14 (1 uniques)	/	/
PLATEVI_G_10	246	105	105	105 (92 uniques)	51 (4 uniques)	26 (2 uniques)	26 (2 uniques)	26 (2 uniques)	26 (2 uniques)	26 (2 uniques)	26 (2 uniques)	26 (2 uniques)	/	/
PLATEVI_G_11	513	425	425	425 (206 uniques)	398 (10 uniques)	349 (9 uniques)	349 (9 uniques)	349 (9 uniques)	349 (9 uniques)	349 (9 uniques)	349 (9 uniques)	349 (9 uniques)	/	/
PLATEVI_G_5	6	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEVI_G_8	313	130	130	130 (106 uniques)	66 (4 uniques)	24 (1 uniques)	24 (1 uniques)	24 (1 uniques)	24 (1 uniques)	24 (1 uniques)	/	/	/	/
PLATEVI_G_9	292	132	132	132 (109 uniques)	88 (7 uniques)	34 (1 uniques)	34 (1 uniques)	34 (1 uniques)	34 (1 uniques)	34 (1 uniques)	34 (1 uniques)	34 (1 uniques)	/	/
PLATEVI_H_1	371	165	165	165 (144 uniques)	84 (9 uniques)	11 (1 uniques)	11 (1 uniques)	11 (1 uniques)	11 (1 uniques)	11 (1 uniques)	11 (1 uniques)	11 (1 uniques)	/	/
PLATEVI_H_10	248	87	87	/	/	/	/	/	/	/	/	/	/	/
PLATEVI_H_11	113	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEVI_H_12	313	132	132	132 (102 uniques)	59 (2 uniques)	58 (2 uniques)	58 (2 uniques)	58 (2 uniques)	58 (2 uniques)	58 (2 uniques)	18 (1 uniques)	18 (1 uniques)	/	/
PLATEVI_H_2	136	52	52	/	/	/	/	/	/	/	/	/	/	/
PLATEVI_H_3	166	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEVI_H_4	218	73	73	/	/	/	/	/	/	/	/	/	/	/
PLATEVI_H_5	3	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEVI_H_6	204	73	73	73 (58 uniques)	37 (4 uniques)	26 (2 uniques)	26 (2 uniques)	26 (2 uniques)	26 (2 uniques)	26 (2 uniques)	9 (1 uniques)	9 (1 uniques)	/	/
PLATEVI_H_7	318	140	140	/	/	/	/	/	/	/	/	/	/	/
PLATEVI_H_8	330	129	129	129 (107 uniques)	49 (3 uniques)	37 (2 uniques)	37 (2 uniques)	37 (2 uniques)	37 (2 uniques)	37 (2 uniques)	9 (1 uniques)	9 (1 uniques)	/	/
PLATEVI_H_9	372	151	151	151 (131 uniques)	63 (4 uniques)	26 (1 uniques)	26 (1 uniques)	26 (1 uniques)	26 (1 uniques)	26 (1 uniques)	26 (1 uniques)	26 (1 uniques)	/	/
PLATEV_A_1	118	67	67	67 (57 uniques)	24 (3 uniques)	13 (1 uniques)	13 (1 uniques)	13 (1 uniques)	13 (1 uniques)	13 (1 uniques)	13 (1 uniques)	13 (1 uniques)	/	/
PLATEV_A_10	274	57	57	57 (45 uniques)	25 (5 uniques)	12 (1 uniques)	12 (1 uniques)	12 (1 uniques)	12 (1 uniques)	12 (1 uniques)	12 (1 uniques)	12 (1 uniques)	/	/
PLATEV_A_12	92	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEV_A_2	1926	1540	1540	1540 (424 uniques)	1518 (18 uniques)	1507 (16 uniques)	1507 (16 uniques)	1507 (16 uniques)	1507 (16 uniques)	1507 (16 uniques)	1507 (16 uniques)	1507 (16 uniques)	/	/
PLATEV_A_3	161	123	123	123 (67 uniques)	98 (6 uniques)	96 (6 uniques)	96 (6 uniques)	96 (6 uniques)	96 (6 uniques)	96 (6 uniques)	96 (6 uniques)	96 (6 uniques)	/	/
PLATEV_A_4	2390	2078	2078	2078 (699 uniques)	2038 (52 uniques)	1917 (31 uniques)	1917 (31 uniques)	1917 (31 uniques)	1917 (31 uniques)	1917 (30 uniques)	1899 (29 uniques)	1899 (29 uniques)	/	/
PLATEV_A_6	1622	1434	1434	1434 (466 uniques)	1419 (23 uniques)	1391 (24 uniques)	1391 (23 uniques)	1391 (23 uniques)	1391 (23 uniques)	1391 (17 uniques)	1391 (17 uniques)	1391 (17 uniques)	/	/
PLATEV_A_7	92	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEV_A_9	1430	1183	1183	1183 (399 uniques)	1136 (35 uniques)	1086 (29 uniques)	1086 (28 uniques)	1086 (28 uniques)	1086 (28 uniques)	1086 (25 uniques)	1086 (25 uniques)	1086 (25 uniques)	/	/
PLATEV_B_1	187	95	95	95 (84 uniques)	32 (3 uniques)	17 (1 uniques)	17 (1 uniques)	17 (1 uniques)	17 (1 uniques)	17 (1 uniques)	17 (1 uniques)	17 (1 uniques)	/	/
PLATEV_B_10	2158	1720	1720	1720 (732 uniques)	1633 (107 uniques)	1425 (79 uniques)	1425 (79 uniques)	1425 (79 uniques)	1425 (79 uniques)	1425 (67 uniques)	1425 (67 uniques)	1425 (67 uniques)	/	/
PLATEV_B_11	94	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEV_B_12	2137	1825	1825	1825 (483 uniques)	1788 (13 uniques)	1770 (14 uniques)	1770 (11 uniques)	1770 (11 uniques)	1770 (11 uniques)	1770 (10 uniques)	1763 (9 uniques)	1763 (9 uniques)	/	/
PLATEV_B_2	340	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEV_B_3	250	205	205	205 (99 uniques)	171 (11 uniques)	156 (9 uniques)	156 (9 uniques)	156 (9 uniques)	156 (9 uniques)	156 (9 uniques)	156 (9 uniques)	156 (9 uniques)	/	/
PLATEV_B_4	959	797	797	797 (291 uniques)	762 (21 uniques)	738 (19 uniques)	738 (18 uniques)	738 (18 uniques)	738 (18 uniques)	738 (16 uniques)	738 (16 uniques)	738 (16 uniques)	/	/
PLATEV_B_5	2	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEV_B_6	3267	2929	2929	2929 (953 uniques)	2864 (64 uniques)	2798 (60 uniques)	2798 (58 uniques)	2798 (58 uniques)	2798 (58 uniques)	2798 (51 uniques)	2679 (49 uniques)	2679 (49 uniques)	/	/
PLATEV_B_8	1443	1200	1200	1200 (423 uniques)	1155 (39 uniques)	1119 (35 uniques)	1119 (35 uniques)	1119 (35 uniques)	1119 (35 uniques)	1119 (34 uniques)	1114 (33 uniques)	1114 (33 uniques)	/	/
PLATEV_B_9	886	678	678	678 (258 uniques)	638 (21 uniques)	593 (18 uniques)	593 (18 uniques)	593 (18 uniques)	593 (18 uniques)	593 (17 uniques)	585 (16 uniques)	585 (16 uniques)	/	/
PLATEV_C_1	349	213	213	213 (156 uniques)	124 (14 uniques)	91 (7 uniques)	91 (7 uniques)	91 (7 uniques)	91 (7 uniques)	91 (7 uniques)	91 (7 uniques)	91 (7 uniques)	/	/
PLATEV_C_10	385	77	77	77 (56 uniques)	39 (7 uniques)	17 (1 uniques)	17 (1 uniques)	17 (1 uniques)	17 (1 uniques)	17 (1 uniques)	17 (1 uniques)	17 (1 uniques)	/	/
PLATEV_C_11	1094	888	888	888 (256 uniques)	868 (20 uniques)	856 (18 uniques)	759 (16 uniques)	759 (16 uniques)	759 (16 uniques)	759 (16 uniques)	759 (16 uniques)	759 (16 uniques)	/	/
PLATEV_C_12	3170	2694	2694	2694 (758 uniques)	2657 (24 uniques)	2611 (19 uniques)	2611 (19 uniques)	2611 (19 uniques)	2611 (19 uniques)	2611 (16 uniques)	2595 (15 uniques)	2595 (15 uniques)	/	/
PLATEV_C_3	169	102	102	102 (65 uniques)	61 (6 uniques)	47 (4 uniques)	47 (4 uniques)	47 (4 uniques)	47 (4 uniques)	47 (3 uniques)	47 (3 uniques)	47 (3 uniques)	/	/
PLATEV_C_4	400	300	300	300 (146 uniques)	273 (19 uniques)	241 (14 uniques)	241 (14 uniques)	241 (14 uniques)	241 (14 uniques)	241 (14 uniques)	241 (14 uniques)	241 (14 uniques)	/	/
PLATEV_C_5	4	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEV_C_6	1340	1079	1079	1079 (385 uniques)	1039 (43 uniques)	962 (30 uniques)	962 (30 uniques)	962 (30 uniques)	962 (30 uniques)	962 (28 uniques)	954 (27 uniques)	952 (26 uniques)	/	/
PLATEV_C_7	2831	2488	2488	2488 (695 uniques)	2454 (24 uniques)	2397 (18 uniques)	2397 (18 uniques)	2397 (18 uniques)	2397 (18 uniques)	2397 (17 uniques)	2397 (17 uniques)	2397 (17 uniques)	/	/
PLATEV_C_8	2406	2059	2059	2059 (614 uniques)	2029 (30 uniques)	1994 (28 uniques)	1994 (27 uniques)	1994 (27 uniques)	1994 (27 uniques)	1994 (23 uniques)	1979 (22 uniques)	1979 (22 uniques)	/	/
PLATEV_C_9	913	691	691	691 (261 uniques)	646 (27 uniques)	600 (21 uniques)	600 (21 uniques)	600 (21 uniques)	600 (21 uniques)	600 (19 uniques)	600 (19 uniques)	600 (19 uniques)	/	/
PLATEV_D_1	335	218	218	218 (171 uniques)	159 (12 uniques)	47 (3 uniques)	47 (3 uniques)	47 (3 uniques)	47 (3 uniques)	47 (3 uniques)	47 (3 uniques)	47 (3 uniques)	/	/
PLATEV_D_10	197	103	103	103 (95 uniques)	59 (4 uniques)	17 (1 uniques)	17 (1 uniques)	17 (1 uniques)	17 (1 uniques)	17 (1 uniques)	17 (1 uniques)	17 (1 uniques)	/	/
PLATEV_D_11	93	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEV_D_12	197	100	100	100 (91 uniques)	50 (4 uniques)	27 (1 uniques)	27 (1 uniques)	27 (1 uniques)	27 (1 uniques)	27 (1 uniques)	27 (1 uniques)	27 (1 uniques)	/	/
PLATEV_D_3	129	76	76	76 (69 uniques)	33 (2 uniques)	24 (1 uniques)	24 (1 uniques)	24 (1 uniques)	24 (1 uniques)	24 (1 uniques)	24 (1 uniques)	24 (1 uniques)	/	/
PLATEV_D_4	561	70	70	70 (62 uniques)	45 (4 uniques)	13 (1 uniques)	13 (1 uniques)	13 (1 uniques)	13 (1 uniques)	13 (1 uniques)	13 (1 uniques)	13 (1 uniques)	/	/
PLATEV_D_5	7	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEV_D_6	315	173	173	173 (104 uniques)	143 (6 uniques)	113 (4 uniques)	113 (4 uniques)	113 (4 uniques)	113 (4 uniques)	113 (4 uniques)	113 (4 uniques)	113 (4 uniques)	/	/
PLATEV_D_8	244	103	103	/	/	/	/	/	/	/	/	/	/	/
PLATEV_D_9	273	132	132	132 (121 uniques)	68 (6 uniques)	14 (1 uniques)	14 (1 uniques)	14 (1 uniques)	14 (1 uniques)	14 (1 uniques)	14 (1 uniques)	14 (1 uniques)	/	/
PLATEV_E_1	8	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEV_E_10	5	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEV_E_11	3	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEV_E_12	5	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEV_E_2	3	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEV_E_3	2	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEV_E_4	2	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEV_E_6	1	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEV_E_8	3	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEV_E_9	3	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEV_F_1	186	97	97	/	/	/	/	/	/	/	/	/	/	/
PLATEV_F_10	214	108	108	108 (95 uniques)	42 (6 uniques)	6 (1 uniques)	/	/	/	/	/	/	/	/
PLATEV_F_11	75	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEV_F_12	225	120	120	120 (96 uniques)	76 (4 uniques)	65 (3 uniques)	65 (3 uniques)	65 (3 uniques)	65 (3 uniques)	65 (3 uniques)	30 (2 uniques)	30 (2 uniques)	/	/
PLATEV_F_2	118	67	67	67 (59 uniques)	20 (6 uniques)	3 (1 uniques)	3 (1 uniques)	3 (1 uniques)	3 (1 uniques)	3 (1 uniques)	3 (1 uniques)	3 (1 uniques)	/	/
PLATEV_F_3	137	73	73	73 (65 uniques)	20 (3 uniques)	11 (1 uniques)	11 (1 uniques)	11 (1 uniques)	11 (1 uniques)	11 (1 uniques)	11 (1 uniques)	11 (1 uniques)	/	/
PLATEV_F_4	104	51	51	51 (44 uniques)	17 (2 uniques)	15 (1 uniques)	15 (1 uniques)	15 (1 uniques)	15 (1 uniques)	15 (1 uniques)	15 (1 uniques)	15 (1 uniques)	/	/
PLATEV_F_6	218	143	143	143 (127 uniques)	65 (5 uniques)	40 (3 uniques)	40 (3 uniques)	40 (3 uniques)	40 (3 uniques)	40 (3 uniques)	19 (2 uniques)	19 (2 uniques)	/	/
PLATEV_F_7	183	117	117	/	/	/	/	/	/	/	/	/	/	/
PLATEV_F_8	203	93	93	/	/	/	/	/	/	/	/	/	/	/
PLATEV_F_9	224	121	121	121 (101 uniques)	41 (4 uniques)	24 (1 uniques)	24 (1 uniques)	24 (1 uniques)	24 (1 uniques)	24 (1 uniques)	24 (1 uniques)	24 (1 uniques)	/	/
PLATEV_G_1	118	59	59	59 (53 uniques)	22 (3 uniques)	7 (1 uniques)	7 (1 uniques)	7 (1 uniques)	7 (1 uniques)	7 (1 uniques)	7 (1 uniques)	7 (1 uniques)	/	/
PLATEV_G_10	99	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEV_G_11	47	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEV_G_12	114	52	52	52 (43 uniques)	27 (3 uniques)	10 (1 uniques)	10 (1 uniques)	10 (1 uniques)	10 (1 uniques)	10 (1 uniques)	/	/	/	/
PLATEV_G_2	57	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEV_G_3	68	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEV_G_4	63	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEV_G_5	2	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEV_G_6	59	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEV_G_7	122	57	57	57 (49 uniques)	22 (3 uniques)	7 (1 uniques)	7 (1 uniques)	7 (1 uniques)	7 (1 uniques)	7 (1 uniques)	7 (1 uniques)	7 (1 uniques)	/	/
PLATEV_G_8	120	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEV_G_9	113	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEV_H_1	434	279	279	279 (211 uniques)	249 (9 uniques)	105 (4 uniques)	105 (4 uniques)	105 (4 uniques)	105 (4 uniques)	105 (4 uniques)	105 (4 uniques)	105 (4 uniques)	/	/
PLATEV_H_10	224	103	103	103 (76 uniques)	82 (7 uniques)	41 (2 uniques)	41 (2 uniques)	41 (2 uniques)	41 (2 uniques)	41 (2 uniques)	41 (2 uniques)	41 (2 uniques)	/	/
PLATEV_H_11	105	55	55	/	/	/	/	/	/	/	/	/	/	/
PLATEV_H_12	283	141	141	141 (108 uniques)	131 (9 uniques)	14 (1 uniques)	14 (1 uniques)	14 (1 uniques)	14 (1 uniques)	14 (1 uniques)	14 (1 uniques)	14 (1 uniques)	/	/
PLATEV_H_2	147	74	74	74 (63 uniques)	53 (4 uniques)	21 (1 uniques)	21 (1 uniques)	21 (1 uniques)	21 (1 uniques)	21 (1 uniques)	21 (1 uniques)	21 (1 uniques)	/	/
PLATEV_H_3	354	188	188	188 (134 uniques)	176 (8 uniques)	77 (3 uniques)	77 (3 uniques)	77 (3 uniques)	77 (3 uniques)	77 (3 uniques)	77 (3 uniques)	77 (3 uniques)	/	/
PLATEV_H_4	182	73	73	/	/	/	/	/	/	/	/	/	/	/
PLATEV_H_5	3	/	/	/	/	/	/	/	/	/	/	/	/	/
PLATEV_H_6	197	77	77	/	/	/	/	/	/	/	/	/	/	/
PLATEV_H_7	312	162	162	162 (124 uniques)	134 (9 uniques)	24 (1 uniques)	24 (1 uniques)	24 (1 uniques)	24 (1 uniques)	24 (1 uniques)	24 (1 uniques)	24 (1 uniques)	/	/
PLATEV_H_8	330	136	136	136 (110 uniques)	110 (6 uniques)	40 (1 uniques)	40 (1 uniques)	40 (1 uniques)	40 (1 uniques)	40 (1 uniques)	40 (1 uniques)	40 (1 uniques)	/	/
